id gene_short_name num_cells_expressed q_value normalization time annotation hdaci_dex_estimate dex_estimate respond
ENSG00000075213.10 SEMA3A 47 0.0396025396382209 Hash 24 Dex 0 -0.967659944802567 No
ENSG00000106366.8 SERPINE1 562 1.475035120158e-12 Conventional 4 HDACi 0.559355024626326 1.01769370090815 Yes
ENSG00000106366.8 SERPINE1 414 0.0021750691802131 Conventional 24 HDACi 0.358711669791272 1.01769370090815 Yes
ENSG00000106366.8 SERPINE1 560 1.13612103610528e-11 Hash 4 HDACi 0.548147444518387 0.997510065167641 Yes
ENSG00000106366.8 SERPINE1 418 0.000538134931518647 Hash 24 HDACi 0.402465192623629 0.997510065167641 Yes
ENSG00000170624.13 SGCD 78 0.00801610811835318 Hash 4 Dex 0 -0.796259737482233 No
ENSG00000170624.13 SGCD 78 0.00801610811835318 Hash 24 Dex 0 -0.796259737482233 No
ENSG00000198964.13 SGMS1 157 4.78236138171323e-08 Conventional 4 Dex 0 0.850968325028233 No
ENSG00000198964.13 SGMS1 157 4.78236138171323e-08 Conventional 24 Dex 0 0.850968325028233 No
ENSG00000198964.13 SGMS1 157 3.71062768768418e-06 Hash 4 Dex 0 0.756861976048121 No
ENSG00000198964.13 SGMS1 157 3.71062768768418e-06 Hash 24 Dex 0 0.756861976048121 No
ENSG00000154447.14 SH3RF1 97 0.0309622027048448 Hash 4 Dex 0 -0.697421989503286 No
ENSG00000154447.14 SH3RF1 97 0.0309622027048448 Hash 24 Dex 0 -0.697421989503286 No
ENSG00000146477.5 SLC22A3 179 0.000652595242802481 Conventional 4 HDACi 0.431962707978078 1.00319487466305 Yes
ENSG00000146477.5 SLC22A3 85 1.45186337796177e-05 Conventional 24 HDACi 0.751279667957228 1.00319487466305 Yes
ENSG00000146477.5 SLC22A3 179 0.0123898358742785 Hash 4 HDACi 0.342968780962024 0.805611201335356 Yes
ENSG00000146477.5 SLC22A3 86 0.000100126173937179 Hash 24 HDACi 0.682503871362993 0.805611201335356 Yes
ENSG00000104635.13 SLC39A14 97 0.00630701687338827 Conventional 4 Dex 0 0.669786271083741 No
ENSG00000104635.13 SLC39A14 97 0.00630701687338827 Conventional 24 Dex 0 0.669786271083741 No
ENSG00000151012.13 SLC7A11 660 0.00725820884148965 Conventional 4 HDACi -0.238046899994439 -0.616125088309242 Yes
ENSG00000151012.13 SLC7A11 340 1.52089942075027e-13 Conventional 24 Dex 0 -0.616125088309242 No
ENSG00000151012.13 SLC7A11 340 2.29694564516881e-17 Hash 4 Dex 0 -0.762430214438566 No
ENSG00000151012.13 SLC7A11 340 2.29694564516881e-17 Hash 24 Dex 0 -0.762430214438566 No
ENSG00000161011.19 SQSTM1 1355 8.18178231823565e-08 Conventional 4 HDACi -0.217391876275983 -0.37064747749007 Yes
ENSG00000161011.19 SQSTM1 904 7.92326237279748e-07 Conventional 24 HDACi -0.292537287334951 -0.37064747749007 Yes
ENSG00000161011.19 SQSTM1 1351 4.6598981049886e-09 Hash 4 HDACi -0.262190049894585 -0.464209179017294 Yes
ENSG00000161011.19 SQSTM1 909 0.000138886162602706 Hash 24 HDACi -0.270612242154862 -0.464209179017294 Yes
ENSG00000008513.14 ST3GAL1 133 0.0164514050872809 Conventional 4 HDACi 0.48420226677208 1.47069462947358 Yes
ENSG00000008513.14 ST3GAL1 54 3.79069404196392e-05 Conventional 24 Dex 0 1.47069462947358 No
ENSG00000008513.14 ST3GAL1 54 7.20624540039361e-05 Hash 4 Dex 0 1.41229953861218 No
ENSG00000008513.14 ST3GAL1 54 7.20624540039361e-05 Hash 24 Dex 0 1.41229953861218 No
ENSG00000113532.12 ST8SIA4 47 0.0251024985595753 Conventional 4 Dex 0 -0.98940825479383 No
ENSG00000113532.12 ST8SIA4 47 0.0251024985595753 Conventional 24 Dex 0 -0.98940825479383 No
ENSG00000113532.12 ST8SIA4 47 0.000790240027316583 Hash 4 Dex 0 -1.12559536867799 No
ENSG00000113532.12 ST8SIA4 47 0.000790240027316583 Hash 24 Dex 0 -1.12559536867799 No
ENSG00000133121.20 STARD13 44 0.0365985446500476 Conventional 4 Dex 0 1.35502684152744 No
ENSG00000133121.20 STARD13 44 0.0365985446500476 Conventional 24 Dex 0 1.35502684152744 No
ENSG00000148175.12 STOM 791 1.76146739470755e-16 Conventional 4 HDACi 0.486036756347941 1.13682274753621 Yes
ENSG00000148175.12 STOM 481 7.5617121561465e-43 Conventional 24 HDACi 1.03443531246306 1.13682274753621 Yes
ENSG00000148175.12 STOM 788 6.87191387960143e-14 Hash 4 HDACi 0.45194201495669 0.994673695314363 Yes
ENSG00000148175.12 STOM 486 9.70632712434816e-45 Hash 24 HDACi 1.06965399174606 0.994673695314363 Yes
ENSG00000144455.13 SUMF1 102 0.00824141380632732 Hash 4 Dex 0 -0.727851619077707 No
ENSG00000144455.13 SUMF1 102 0.00824141380632732 Hash 24 Dex 0 -0.727851619077707 No
ENSG00000147642.16 SYBU 284 1.79053610019378e-10 Conventional 4 HDACi 0.667852086807863 2.06494833303007 Yes
ENSG00000147642.16 SYBU 126 7.76214352897184e-05 Conventional 24 HDACi 0.74278771007234 2.06494833303007 Yes
ENSG00000147642.16 SYBU 284 9.79027162680163e-09 Hash 4 HDACi 0.595622290942597 1.79221539125504 Yes
ENSG00000147642.16 SYBU 125 0.00254737183097499 Hash 24 HDACi 0.63126565726259 1.79221539125504 Yes
ENSG00000067715.13 SYT1 1821 3.74576239303682e-05 Hash 4 HDACi -0.178323223794963 -0.544715525692397 Yes
ENSG00000067715.13 SYT1 300 7.95313140176482e-05 Hash 24 Dex 0 -0.544715525692397 No
ENSG00000170921.15 TANC2 229 3.27874083472476e-20 Conventional 4 Dex 0 1.08584374608553 No
ENSG00000170921.15 TANC2 229 3.27874083472476e-20 Conventional 24 Dex 0 1.08584374608553 No
ENSG00000170921.15 TANC2 229 6.67719787124201e-15 Hash 4 Dex 0 0.988066232359578 No
ENSG00000170921.15 TANC2 229 6.67719787124201e-15 Hash 24 Dex 0 0.988066232359578 No
ENSG00000204634.12 TBC1D8 1448 1.93633676087055e-22 Conventional 4 HDACi 0.384989398812181 0.711436936450129 Yes
ENSG00000204634.12 TBC1D8 575 2.49583848835356e-48 Conventional 24 HDACi 0.939349482173321 0.711436936450129 Yes
ENSG00000204634.12 TBC1D8 1443 3.01794447871109e-17 Hash 4 HDACi 0.354916933711572 0.568832401232994 Yes
ENSG00000204634.12 TBC1D8 583 1.52999904896631e-44 Hash 24 HDACi 0.97947668760047 0.568832401232994 Yes
ENSG00000115112.7 TFCP2L1 94 0.000929094649963198 Conventional 4 HDACi 0.711200171425676 2.42032536117755 Yes
ENSG00000115112.7 TFCP2L1 94 0.000346424020874266 Hash 4 HDACi 0.720458821662061 2.17422403672643 Yes
ENSG00000115112.7 TFCP2L1 52 9.16428642642675e-09 Conventional 24 Dex 0 2.42032536117755 No
ENSG00000115112.7 TFCP2L1 52 9.5853547288321e-08 Hash 24 Dex 0 2.17422403672643 No
ENSG00000106799.12 TGFBR1 82 1.9157999647332e-06 Conventional 24 HDACi 0.925955702741527 1.33102004345125 Yes
ENSG00000106799.12 TGFBR1 82 2.63267656276185e-07 Hash 24 HDACi 0.865224332015803 1.17041208250707 Yes
ENSG00000106799.12 TGFBR1 89 2.06523208228395e-11 Conventional 4 Dex 0 1.33102004345125 No
ENSG00000106799.12 TGFBR1 89 1.45301160757422e-09 Hash 4 Dex 0 1.17041208250707 No
ENSG00000177426.20 TGIF1 67 0.00624818422407305 Conventional 4 Dex 0 -0.682563172267605 No
ENSG00000177426.20 TGIF1 67 0.00624818422407305 Conventional 24 Dex 0 -0.682563172267605 No
ENSG00000177426.20 TGIF1 67 3.84156229495039e-05 Hash 4 Dex 0 -0.795142451843563 No
ENSG00000177426.20 TGIF1 67 3.84156229495039e-05 Hash 24 Dex 0 -0.795142451843563 No
ENSG00000178726.6 THBD 33 2.50677746619699e-05 Conventional 24 HDACi 1.7002248275352 1.42077367381793 Yes
ENSG00000178726.6 THBD 33 4.43580939169101e-06 Hash 24 HDACi 1.65689754844344 1.47017772161616 Yes
ENSG00000178726.6 THBD 86 1.82030915631931e-06 Conventional 4 Dex 0 1.42077367381793 No
ENSG00000178726.6 THBD 86 5.24088753759845e-07 Hash 4 Dex 0 1.47017772161616 No
ENSG00000163659.12 TIPARP 211 3.19954893953548e-10 Conventional 4 HDACi 0.569089139369403 1.162599215607 Yes
ENSG00000163659.12 TIPARP 167 0.000748323877735098 Conventional 24 HDACi 0.449840857329253 1.162599215607 Yes
ENSG00000163659.12 TIPARP 210 8.83691982303034e-08 Hash 4 HDACi 0.467475416746028 1.05562514470339 Yes
ENSG00000163659.12 TIPARP 169 0.000461501845975982 Hash 24 HDACi 0.463980966886417 1.05562514470339 Yes
ENSG00000157600.11 TMEM164 142 5.95502523069998e-07 Conventional 4 Dex 0 0.830856941718514 No
ENSG00000157600.11 TMEM164 142 5.95502523069998e-07 Conventional 24 Dex 0 0.830856941718514 No
ENSG00000157600.11 TMEM164 142 1.73331217377426e-05 Hash 4 Dex 0 0.757963144640574 No
ENSG00000157600.11 TMEM164 142 1.73331217377426e-05 Hash 24 Dex 0 0.757963144640574 No
ENSG00000136205.16 TNS3 213 0.014070377652691 Hash 4 Dex 0 -0.567880019205334 No
ENSG00000136205.16 TNS3 213 0.014070377652691 Hash 24 Dex 0 -0.567880019205334 No
ENSG00000131746.12 TNS4 38 0.00841006208080569 Conventional 24 HDACi 1.17880900722706 1.50166447911495 Yes
ENSG00000131746.12 TNS4 37 0.00335380023392187 Hash 24 HDACi 1.2224789100465 1.3582842407631 Yes
ENSG00000131746.12 TNS4 85 4.50631521590515e-06 Conventional 4 Dex 0 1.50166447911495 No
ENSG00000131746.12 TNS4 85 9.17669037637874e-05 Hash 4 Dex 0 1.3582842407631 No
ENSG00000073282.12 TP63 48 2.83281354706598e-09 Conventional 4 Dex 0 -1.61281403189045 No
ENSG00000073282.12 TP63 48 2.83281354706598e-09 Conventional 24 Dex 0 -1.61281403189045 No
ENSG00000073282.12 TP63 48 5.22967054541764e-09 Hash 4 Dex 0 -1.57081809124324 No
ENSG00000073282.12 TP63 48 5.22967054541764e-09 Hash 24 Dex 0 -1.57081809124324 No
ENSG00000038382.18 TRIO 316 7.08752013206986e-12 Conventional 4 Dex 0 0.64698046605198 No
ENSG00000038382.18 TRIO 316 7.08752013206986e-12 Conventional 24 Dex 0 0.64698046605198 No
ENSG00000038382.18 TRIO 316 3.89946250903331e-06 Hash 4 Dex 0 0.516583913825876 No
ENSG00000038382.18 TRIO 316 3.89946250903331e-06 Hash 24 Dex 0 0.516583913825876 No
ENSG00000157514.16 TSC22D3 123 2.01879385310647e-13 Conventional 4 HDACi 1.26493566426821 2.79176083712422 Yes
ENSG00000157514.16 TSC22D3 91 1.48401396312146e-18 Conventional 24 HDACi 2.10352231690014 2.79176083712422 Yes
ENSG00000157514.16 TSC22D3 122 1.82912380429995e-12 Hash 4 HDACi 1.14795934587492 2.64574424536422 Yes
ENSG00000157514.16 TSC22D3 91 2.44331319086981e-25 Hash 24 HDACi 2.40813052708742 2.64574424536422 Yes
ENSG00000168234.12 TTC39C 52 0.0160748356155674 Conventional 4 Dex 0 0.936278922178925 No
ENSG00000168234.12 TTC39C 52 0.0160748356155674 Conventional 24 Dex 0 0.936278922178925 No
ENSG00000198431.15 TXNRD1 1618 2.89011467757397e-07 Conventional 4 HDACi -0.178367984814318 -0.559412945800832 Yes
ENSG00000198431.15 TXNRD1 1001 1.36803335711814e-05 Conventional 24 HDACi -0.168886364716332 -0.559412945800832 Yes
ENSG00000198431.15 TXNRD1 1614 1.84846801030818e-08 Hash 4 HDACi -0.220291298443473 -0.663776318949209 Yes
ENSG00000198431.15 TXNRD1 414 6.19663900320061e-16 Hash 24 Dex 0 -0.663776318949209 No
ENSG00000182247.9 UBE2E2 455 2.96949221020846e-05 Conventional 24 HDACi 0.347587476152027 0.95440509280774 Yes
ENSG00000182247.9 UBE2E2 461 0.000139227747800645 Hash 24 HDACi 0.350600937048115 0.780034624827945 Yes
ENSG00000182247.9 UBE2E2 194 6.1413764723616e-15 Conventional 4 Dex 0 0.95440509280774 No
ENSG00000182247.9 UBE2E2 194 1.38664671673058e-09 Hash 4 Dex 0 0.780034624827945 No
ENSG00000109814.11 UGDH 1109 0.00763518973494643 Hash 4 HDACi -0.185053991711138 -0.400826632672842 Yes
ENSG00000109814.11 UGDH 313 0.0048847230556439 Hash 24 Dex 0 -0.400826632672842 No
ENSG00000140455.16 USP3 108 0.0115429233964652 Hash 4 Dex 0 -0.550548875955883 No
ENSG00000140455.16 USP3 108 0.0115429233964652 Hash 24 Dex 0 -0.550548875955883 No
ENSG00000035403.17 VCL 176 0.0386679389237734 Conventional 4 Dex 0 0.490434287261638 No
ENSG00000035403.17 VCL 176 0.0386679389237734 Conventional 24 Dex 0 0.490434287261638 No
ENSG00000126870.15 WDR60 229 0.000626882322694655 Conventional 4 HDACi 0.356551193027643 1.0358621418278 Yes
ENSG00000126870.15 WDR60 239 3.22592980521362e-24 Conventional 24 HDACi 0.988789854389589 1.0358621418278 Yes
ENSG00000126870.15 WDR60 227 0.0148891618676349 Hash 4 HDACi 0.281177366557695 1.01669108550351 Yes
ENSG00000126870.15 WDR60 240 2.9393468921606e-29 Hash 24 HDACi 1.06249435751706 1.01669108550351 Yes
ENSG00000151718.15 WWC2 72 0.00741866290233934 Conventional 4 Dex 0 0.753846833888615 No
ENSG00000151718.15 WWC2 72 0.00741866290233934 Conventional 24 Dex 0 0.753846833888615 No
ENSG00000181722.16 ZBTB20 1801 1.09722489992699e-29 Conventional 4 HDACi 0.370398607244281 0.594975803231258 Yes
ENSG00000181722.16 ZBTB20 786 1.85204471268382e-25 Conventional 24 HDACi 0.599532866509126 0.594975803231258 Yes
ENSG00000181722.16 ZBTB20 1798 2.92267983386534e-18 Hash 4 HDACi 0.322617084469819 0.428338980553997 Yes
ENSG00000181722.16 ZBTB20 793 1.27754872085064e-21 Hash 24 HDACi 0.618386742927983 0.428338980553997 Yes
ENSG00000128016.5 ZFP36 108 7.73310602420173e-07 Conventional 4 HDACi 0.589984874129725 1.43355742805039 Yes
ENSG00000128016.5 ZFP36 119 1.54592510354355e-06 Conventional 24 HDACi 0.669000990597216 1.43355742805039 Yes
ENSG00000128016.5 ZFP36 106 1.66313448290225e-06 Hash 4 HDACi 0.541277944280193 1.66141106540197 Yes
ENSG00000128016.5 ZFP36 120 4.39996479801194e-05 Hash 24 HDACi 0.555556395230422 1.66141106540197 Yes
ENSG00000251003.7 ZFPM2-AS1 799 8.11020533197481e-05 Hash 4 HDACi -0.272077682561207 -0.519946383382317 Yes
ENSG00000251003.7 ZFPM2-AS1 195 0.0232889541296388 Hash 24 Dex 0 -0.519946383382317 No
ENSG00000130449.5 ZSWIM6 1544 0.0016472756677359 Conventional 4 HDACi -0.13950385963624 -0.642089569370258 Yes
ENSG00000130449.5 ZSWIM6 687 8.85299684678589e-07 Conventional 24 HDACi -0.292601596545143 -0.642089569370258 Yes
ENSG00000130449.5 ZSWIM6 1540 5.66449620222206e-05 Hash 4 HDACi -0.182026720056715 -0.76550038940397 Yes
ENSG00000130449.5 ZSWIM6 695 0.000511475026156319 Hash 24 HDACi -0.261080928500323 -0.76550038940397 Yes
