id gene_short_name num_cells_expressed status term estimate std_err test_val p_value normalized_effect model_component q_value normalization
ENSG00000198363.17 ASPH 469 OK DexTRUE -0.61689369499543 0.0624240273898022 -9.88231168013693 4.96735460739836e-23 -0.889081844143714 count 2.57607009939679e-19 Hash ladder
ENSG00000198431.15 TXNRD1 414 OK DexTRUE -0.663776318949209 0.0731878673756012 -9.06948573241927 1.19580065673497e-19 -0.955800694483004 count 6.19663900320061e-16 Hash ladder
ENSG00000198964.13 SGMS1 157 OK DexTRUE 0.756861976048121 0.122847992365095 6.16096332937038 7.23037351458336e-10 1.08102925180985 count 3.71062768768418e-06 Hash ladder
ENSG00000204634.12 TBC1D8 380 OK DexTRUE 0.568832401232994 0.0774968910779429 7.34006736684299 2.1348637121816e-13 0.818204209521088 count 1.10329756645545e-09 Hash ladder
ENSG00000215386.11 MIR99AHG 60 OK DexTRUE -0.866001684023692 0.1890844238896 -4.57997367635803 4.6503445544631e-06 -1.222866198719 count 0.0234237855208306 Hash ladder
ENSG00000240602.7 AADACP1 52 OK DexTRUE -0.765166809630652 0.156907865025021 -4.8765357269289 1.07965141139974e-06 -1.07951758446651 count 0.00546411579309408 Hash ladder
ENSG00000251003.7 ZFPM2-AS1 195 OK DexTRUE -0.519946383382317 0.113495118762219 -4.58122242659304 4.62265862041262e-06 -0.745412828909944 count 0.0232889541296388 Hash ladder
ENSG00000263711.5 AC079062.1 108 OK DexTRUE -0.66111673842735 0.138687565524748 -4.76695034573506 1.87035381294234e-06 -0.942779976019678 count 0.00945089781679764 Hash ladder
ENSG00000270069.1 MIR222HG 35 OK DexTRUE -1.10533275952792 0.23787798347053 -4.64663750466363 3.37389270394137e-06 -1.54801148842041 count 0.0170179147986803 Hash ladder
ENSG00000275342.4 PRAG1 71 OK DexTRUE -1.02301817570339 0.18705401065607 -5.46910580593952 4.52311690056786e-08 -1.44518469487465 count 0.000230362343745921 Hash ladder
ENSG00000278540.4 ACACA 316 OK DexTRUE -0.38626187197894 0.0821811364300429 -4.70012814081425 2.59998293015716e-06 -0.555106423866974 count 0.0131273138143635 Hash ladder
