Cell hash_umis pval qval top_to_second_best_ratio top_oligo top_hash_umi
A08_B02_RT_50 120 0 0 Inf B7 115
A08_B02_RT_52 140 0 0 Inf A7 139
A08_B02_RT_84 29 7.76949848496667e-31 1.55389969699333e-30 Inf A8 26
A08_B02_RT_86 199 1.18720302950924e-113 8.31042120656467e-113 Inf D7 198
A08_B02_RT_91 53 2.42699367439552e-77 1.21349683719776e-76 Inf A8 53
A08_B03_RT_1 711 0 0 1.63956538029224 C7 446
A08_B03_RT_2 487 0 0 3.22153504598795 F7 350
A08_B03_RT_26 238 0 0 6.86661277283751 A7 138
A08_B03_RT_29 261 7.76160956076064e-286 6.98544860468457e-285 Inf C7 255
A08_B03_RT_3 566 0 0 Inf F7 561
A08_B03_RT_41 75 7.02139091392429e-44 2.10641727417729e-43 2.88607594936709 E8 42
A08_B03_RT_42 137 4.76074243969259e-304 4.76074243969259e-303 Inf E7 129
A08_B03_RT_43 54 2.97734125073216e-31 5.95468250146432e-31 Inf A8 47
A08_B03_RT_44 240 0 0 Inf D8 236
A08_B03_RT_5 61 1.60937411457841e-45 6.43749645831365e-45 Inf A8 58
A08_B03_RT_54 326 6.26123102216333e-245 4.38286171551433e-244 Inf D7 324
A08_B03_RT_55 20 1.14560599714647e-14 1.14560599714647e-14 Inf A8 20
A08_B03_RT_61 375 1.89825251372951e-281 1.51860201098361e-280 Inf D7 372
A08_B03_RT_65 386 0 0 Inf E7 383
A08_B03_RT_9 61 7.3350769449761e-50 3.66753847248805e-49 Inf A8 60
A08_B03_RT_92 75 1.125626447693e-60 6.75375868615802e-60 Inf A8 73
A08_C03_RT_11 416 0 0 11.1951219512195 E7 354
A08_C03_RT_12 43 0 0 Inf F8 38
A08_C03_RT_16 17 4.76333182289789e-13 4.76333182289789e-13 Inf A8 15
A08_C03_RT_17 36 1.23341275237989e-20 2.46682550475977e-20 48 A8 27
A08_C03_RT_24 32 9.68725057654116e-87 4.84362528827058e-86 Inf E8 31
A08_C03_RT_27 56 6.26270098645371e-212 3.75762059187223e-211 Inf B8 52
A08_C03_RT_36 251 1.97995702284627e-282 1.38596991599239e-281 Inf E7 213
A08_C03_RT_42 397 0 0 Inf D7 394
A08_C03_RT_48 95 0 0 Inf B7 92
A08_C03_RT_5 344 8.44852254388532e-322 8.44852254388532e-321 Inf F7 334
A08_C03_RT_51 78 9.06384464313633e-286 7.25107571450906e-285 Inf B8 71
A08_C03_RT_53 69 4.08106803745775e-83 1.6324272149831e-82 Inf C8 64
A08_C03_RT_54 298 0 0 Inf E7 294
A08_C03_RT_6 423 0 0 Inf A7 420
A08_C03_RT_62 29 4.51431703274818e-31 1.35429510982445e-30 Inf A8 28
A08_C03_RT_71 174 0 0 Inf C7 174
A08_C03_RT_78 376 1.34438734085912e-310 1.20994860677321e-309 Inf F7 346
A08_C03_RT_84 286 0 0 Inf E7 282
A09_B02_RT_2 16 1.46928648575853e-14 1.46928648575853e-14 Inf A8 15
A09_B02_RT_38 28 1.24977920480909e-268 7.49867522885456e-268 Inf B8 27
A09_B02_RT_42 27 4.49668100605549e-31 1.34900430181665e-30 Inf A8 27
A09_B02_RT_6 120 0 0 Inf D8 117
A09_B02_RT_8 86 9.11029855556638e-202 4.55514927778319e-201 Inf A7 85
A09_B02_RT_83 40 8.13849367666186e-48 3.25539747066474e-47 Inf C8 37
A09_B02_RT_86 16 3.49450831697457e-17 6.98901663394913e-17 Inf A8 16
A09_B03_RT_1 237 3.67576941434333e-212 2.94061553147466e-211 1.85490830636462 D7 150
A09_B03_RT_13 144 0 0 1.04394634662902 B7 73
A09_B03_RT_14 23 1.28264748149165e-35 3.84794244447494e-35 24.9833333333333 E8 20
A09_B03_RT_16 94 6.92123312088128e-213 6.22910980879315e-212 Inf C7 94
A09_B03_RT_22 222 0 0 202.277108433735 C7 221
A09_B03_RT_27 27 0 0 35.0892857142857 B8 24
A09_B03_RT_35 372 0 0 Inf D7 350
A09_B03_RT_36 2 3.14379072282959e-06 6.28758144565918e-06 1.24615384615385 B7 1
A09_B03_RT_41 194 0 0 Inf D7 193
A09_B03_RT_42 138 1.28720801971697e-249 1.28720801971697e-248 3.10308008213552 D7 106
A09_B03_RT_43 30 0 0 40.1509433962264 B8 26
A09_B03_RT_5 161 0 0 Inf F7 158
A09_B03_RT_54 17 4.77883166303029e-109 2.86729899781817e-108 18.3484848484848 A8 15
A09_B03_RT_6 87 0 0 81.9518072289157 A7 83
A09_B03_RT_62 104 1.73565300797908e-173 1.21495710558535e-172 Inf D7 103
A09_B03_RT_69 503 0 0 1.6459134804114 C7 295
A09_B03_RT_70 48 0 0 107.714285714286 B7 46
A09_B03_RT_74 38 2.52696803409743e-58 1.01078721363897e-57 57.8 C8 35
A09_B03_RT_8 72 1.15192563589902e-88 5.7596281794951e-88 3.55614973262032 C8 47
A09_B03_RT_86 180 0 0 Inf C7 176
A09_B03_RT_88 66 8.89899723613931e-258 9.78889695975324e-257 1.1390977443609 B7 30
A09_B03_RT_9 18 3.84630436061692e-311 4.61556523274031e-310 Inf B8 18
A09_B03_RT_91 326 0 0 5.31849135673127 D7 280
A09_B03_RT_93 50 8.71773107239208e-06 8.71773107239208e-06 14.948275862069 E7 48
A09_B03_RT_95 97 0 0 Inf F7 96
A09_C03_RT_15 89 4.36834510635967e-152 3.49467608508774e-151 Inf E7 86
A09_C03_RT_20 333 3.04235607477027e-236 3.65082728972432e-235 2.23766233766234 C7 213
A09_C03_RT_21 454 3.32153647540694e-243 4.31799741802902e-242 Inf D7 452
A09_C03_RT_28 374 0 0 10.8091844813935 F7 320
A09_C03_RT_35 54 3.66331569412866e-63 1.83165784706433e-62 Inf A8 50
A09_C03_RT_4 721 0 0 Inf D7 719
A09_C03_RT_41 35 2.60845536657591e-46 7.82536609972772e-46 Inf C8 33
A09_C03_RT_42 43 5.53152136098404e-53 2.21260854439362e-52 Inf A8 41
A09_C03_RT_50 7 1.17642457097591e-09 1.17642457097591e-09 26.0769230769231 F8 4
A09_C03_RT_51 197 5.62604241828789e-163 5.0634381764591e-162 2.68772613414974 E7 127
A09_C03_RT_53 122 6.80684286485267e-174 6.80684286485267e-173 Inf A8 120
A09_C03_RT_56 53 5.31322859986555e-152 3.71926001990588e-151 Inf B7 53
A09_C03_RT_61 47 1.12081487031138e-127 6.7248892218683e-127 Inf E8 46
A09_C03_RT_79 105 2.39855079466033e-191 2.63840587412637e-190 Inf E7 104
A09_C03_RT_93 7 7.76184857876412e-17 1.55236971575282e-16 33 F8 5
A10_B02_RT_0 100 0.213309305083416 0.426618610166833 Inf C7 97
A10_B02_RT_1 158 0 0 Inf E7 155
A10_B02_RT_11 395 2.94560340148379e-161 2.94560340148379e-160 260.333333333333 D7 392
A10_B02_RT_12 10 1.60800635080513e-16 6.43202540322053e-16 Inf E8 10
A10_B02_RT_15 268 3.48597970873896e-107 3.13738173786507e-106 Inf D7 266
A10_B02_RT_2 1 0.0179124045298433 0.0537372135895298 Inf A8 1
A10_B02_RT_21 181 0 0 Inf E7 180
A10_B02_RT_25 161 0 0 Inf E7 159
A10_B02_RT_27 84 0 0 Inf B7 82
A10_B02_RT_29 24 7.32224337391682e-73 4.39334602435009e-72 Inf A8 21
A10_B02_RT_38 3 1 1 Inf F8 3
A10_B02_RT_39 136 5.05234532917192e-268 6.56804892792349e-267 Inf A7 135
A10_B02_RT_4 484 0 0 2.12892776158082 F7 336
A10_B02_RT_47 187 0 0 177.095238095238 F7 186
A10_B02_RT_51 419 2.66541516118101e-208 3.19849819341721e-207 6.52427184466019 C7 320
A10_B02_RT_53 49 2.16967364201643e-94 1.73573891361314e-93 1.54 B8 28
A10_B02_RT_60 84 6.3506770036673e-164 6.98574470403403e-163 75 C8 83
A10_B02_RT_62 219 1.05289006419734e-88 7.37023044938141e-88 Inf D7 219
A10_B02_RT_76 21 3.76080989693499e-56 1.88040494846749e-55 16 B8 17
A10_B03_RT_35 390 0 0 18.0398912058024 D7 367
A10_B03_RT_6 97 0 0 Inf A7 97
A10_B03_RT_70 55 0 0 98.5238095238095 B7 54
A10_B03_RT_91 356 0 0 8.71041445270988 D7 305
A10_C03_RT_0 25 2.43053516961894e-90 2.18748165265704e-89 Inf A8 21
A10_C03_RT_10 27 3.62057360331635e-68 2.53440152232144e-67 Inf B8 25
A10_C03_RT_13 11 7.48213305176789e-11 1.49642661035358e-10 15.7297297297297 F8 8
A10_C03_RT_20 148 0 0 Inf C7 146
A10_C03_RT_21 2 0.188291316056504 0.188291316056504 1.05797101449275 C7 1
A10_C03_RT_22 224 0 0 Inf F7 223
A10_C03_RT_29 88 1.09755804130638e-56 6.5853482478383e-56 Inf D7 84
A10_C03_RT_35 23 2.94553658732986e-68 2.35642926986389e-67 Inf B8 23
A10_C03_RT_40 74 2.25560301330021e-49 1.12780150665011e-48 Inf A7 72
A10_C03_RT_5 386 0 0 1.08744126048097 D8 160
A10_C03_RT_51 80 7.21003449057658e-42 2.88401379623063e-41 Inf D7 71
A10_C03_RT_67 167 4.2952852812978e-255 4.72481380942758e-254 22.9596602972399 F7 150
A10_C03_RT_83 33 2.94543381855054e-27 8.83630145565161e-27 30.95 C8 27
A10_C03_RT_93 45 1.00584220237768e-132 1.00584220237768e-131 Inf B8 44
A11_B02_RT_0 47 2.7367781892612e-48 1.64206691355672e-47 Inf B8 45
A11_B02_RT_11 46 3.67370215567646e-31 1.10211064670294e-30 17.2361111111111 B8 37
A11_B02_RT_13 48 0 0 Inf E8 45
A11_B02_RT_16 43 3.73466790225727e-46 1.86733395112863e-45 Inf B8 42
A11_B02_RT_3 365 1.02073464926748e-179 1.32695504404773e-178 Inf D7 362
A11_B02_RT_36 148 1.4458746913001e-71 1.15669975304008e-70 Inf D7 148
A11_B02_RT_41 26 1.31992178877501e-20 2.63984357755002e-20 52.4666666666667 B8 23
A11_B02_RT_43 81 3.40970102010631e-93 3.06873091809568e-92 Inf D8 80
A11_B02_RT_48 134 9.18736547663647e-154 1.10248385719638e-152 Inf E7 131
A11_B02_RT_5 731 8.59371553869455e-239 1.28905733080418e-237 1.90460936109628 E7 368
A11_B02_RT_52 5 1 1 Inf F8 5
A11_B02_RT_53 24 9.2915665498402e-137 9.2915665498402e-136 Inf E8 20
A11_B02_RT_59 180 5.79614734837976e-150 6.37576208321774e-149 125.658536585366 D8 152
A11_B02_RT_6 355 0 0 Inf F7 353
A11_B02_RT_69 51 3.23627089636397e-53 2.26538962745478e-52 Inf B8 49
A11_B02_RT_7 93 0 0 Inf B7 89
A11_B02_RT_84 373 1.63427720898748e-182 2.28798809258247e-181 22.9844789356984 D7 362
A11_B02_RT_93 32 2.04997221997926e-35 8.19988887991703e-35 Inf B8 32
A11_B03_RT_13 15 1.1765935716379e-36 3.52978071491371e-36 12.5531914893617 A8 10
A11_B03_RT_18 136 8.62793985431645e-162 4.31396992715823e-161 Inf E7 135
A11_B03_RT_29 46 1.86788701186089e-238 1.49430960948871e-237 Inf A8 42
A11_B03_RT_4 58 0 0 Inf C8 58
A11_B03_RT_40 94 2.69201794343752e-207 1.88441256040626e-206 Inf C7 91
A11_B03_RT_42 538 0 0 Inf C7 533
A11_B03_RT_55 31 1.97548472751432e-29 3.95096945502864e-29 Inf E8 26
A11_B03_RT_59 34 1.36038509542809e-49 5.44154038171234e-49 32.1363636363636 B8 25
A11_B03_RT_64 219 7.22708119332157e-166 4.33624871599294e-165 Inf F7 217
A11_B03_RT_66 444 0 0 1.50843030159107 F7 298
A11_B03_RT_75 31 5.80272223639249e-277 5.80272223639249e-276 Inf C8 26
A11_B03_RT_76 115 0 0 Inf B7 113
A11_B03_RT_78 20 1.29396003539362e-24 1.29396003539362e-24 Inf E8 19
A11_B03_RT_83 182 8.07622086376834e-260 7.26859877739151e-259 2.29849677881174 E7 130
A11_B03_RT_91 39 0 0 Inf C8 37
A11_B03_RT_93 283 0 0 Inf A7 276
A11_C03_RT_14 256 2.96004985319986e-250 5.03208475043977e-249 Inf E7 255
A11_C03_RT_18 112 4.49097774308503e-185 6.28736884031904e-184 Inf D7 112
A11_C03_RT_19 25 8.90623654832241e-46 7.12498923865793e-45 Inf B8 23
A11_C03_RT_3 14 1.22502208956699e-15 3.67506626870098e-15 103 A8 13
A11_C03_RT_30 20 4.18448147854326e-25 2.09224073927163e-24 Inf A8 19
A11_C03_RT_33 58 3.61199384755813e-85 3.97319323231395e-84 Inf E8 56
A11_C03_RT_37 5 2.50742167714823e-05 2.50742167714823e-05 3.28301886792453 F8 3
A11_C03_RT_43 7 7.78952083190032e-17 3.11580833276013e-16 Inf F8 6
A11_C03_RT_51 20 4.63391733030302e-12 9.26783466060605e-12 8.62790697674419 A8 14
A11_C03_RT_58 35 1.0957797536427e-103 1.31493570437125e-102 Inf A7 35
A11_C03_RT_59 168 2.55795249350568e-237 4.09272398960909e-236 Inf D7 156
A11_C03_RT_6 49 1.49703172846392e-185 2.24554759269588e-184 Inf F8 47
A11_C03_RT_66 35 4.09909037064039e-43 2.86936325944828e-42 Inf C8 32
A11_C03_RT_67 60 7.57761285983495e-85 7.57761285983495e-84 Inf C8 57
A11_C03_RT_75 59 8.67399589980936e-54 7.80659630982843e-53 5.25379609544468 C8 45
A11_C03_RT_83 26 1.60227422064739e-31 9.61364532388431e-31 Inf A8 24
A11_C03_RT_85 185 5.01819762006473e-178 6.52365690608415e-177 Inf E7 184
A12_B02_RT_13 35 9.63783287229647e-177 1.34929660212151e-175 Inf B8 30
A12_B02_RT_14 4 0.244048366478613 0.488096732957227 1.36363636363636 B8 1
A12_B02_RT_17 20 8.53119054504912e-51 7.67807149054421e-50 Inf F8 18
A12_B02_RT_24 7 5.31026630461136e-06 3.18615978276682e-05 2.59574468085106 F8 4
A12_B02_RT_25 14 0.00120552885316098 0.00602764426580491 7.29411764705882 F7 11
A12_B02_RT_26 246 1.09781959143739e-135 1.31738350972487e-134 58.2941176470588 F7 240
A12_B02_RT_3 24 1.30547266267233e-25 9.13830863870632e-25 20.6 C8 21
A12_B02_RT_36 81 1 1 80 A7 80
A12_B02_RT_43 211 2.30525778871659e-101 2.30525778871659e-100 Inf E7 209
A12_B02_RT_49 5 0.138220281469404 0.414660844408213 2.52173913043478 F8 2
A12_B02_RT_59 259 1.13741567541871e-143 1.47864037804432e-142 Inf F7 255
A12_B02_RT_70 1 0.042380111991684 0.169520447966736 Inf F8 1
A12_B02_RT_74 6 1.68587813583537e-38 1.3487025086683e-37 Inf B8 6
A12_B02_RT_82 230 0 0 Inf D7 230
A12_B02_RT_85 352 2.75713199177245e-106 3.0328451909497e-105 Inf F7 276
A12_B03_RT_11 21 4.2267176623235e-65 3.3813741298588e-64 Inf A8 19
A12_B03_RT_24 98 4.30780183915661e-185 5.16936220698794e-184 Inf D8 98
A12_B03_RT_25 18 6.84905264434847e-46 4.10943158660908e-45 Inf A8 15
A12_B03_RT_27 5 1.18343548875108e-23 3.55030646625324e-23 5.16666666666667 F8 4
A12_B03_RT_28 155 0 0 Inf A7 152
A12_B03_RT_36 19 1.07406617530542e-43 5.37033087652711e-43 13.3809523809524 A8 15
A12_B03_RT_38 183 0 0 7.62125 A7 157
A12_B03_RT_39 32 1.64006364610795e-109 1.47605728149716e-108 Inf A8 30
A12_B03_RT_64 395 9.55628214130379e-128 9.55628214130379e-127 927 D7 370
A12_B03_RT_70 4 0.000474248546128735 0.00094849709225747 Inf B7 4
A12_B03_RT_73 9 2.62391481777364e-41 1.04956592710946e-40 12.3181818181818 F8 7
A12_B03_RT_77 272 0 0 235 B7 269
A12_B03_RT_78 124 2.48282123719403e-231 3.22766760835224e-230 Inf D8 123
A12_B03_RT_79 131 6.79571288194599e-47 4.75699901736219e-46 Inf D7 130
A12_B03_RT_83 203 1.22179714550644e-294 1.71051600370902e-293 Inf E7 201
A12_B03_RT_86 47 1.4322338227894e-162 1.57545720506834e-161 Inf A8 44
A12_B03_RT_90 596 0 0 Inf F7 592
A12_B03_RT_91 37 1 1 Inf C8 37
A12_B03_RT_94 194 0 0 1.00947567909033 F7 109
A12_C03_RT_25 12 2.4534135508235e-69 1.9627308406588e-68 15.55 B8 10
A12_C03_RT_26 33 9.69127091380703e-154 9.69127091380703e-153 12.1122807017544 C8 28
A12_C03_RT_30 281 5.93397057613781e-281 7.12076469136537e-280 Inf D7 279
A12_C03_RT_37 356 0 0 Inf B7 356
A12_C03_RT_45 4 2.02430480459535e-22 6.07291441378604e-22 Inf C8 4
A12_C03_RT_46 75 2.25615192807942e-08 4.51230385615885e-08 74.4150943396226 A7 73
A12_C03_RT_51 16 2.42440860248347e-56 1.69708602173843e-55 28.5 A8 15
A12_C03_RT_52 8 2.07270004906567e-30 1.03635002453283e-29 Inf A8 8
A12_C03_RT_53 6 1.67337418250317e-23 6.6934967300127e-23 9.93548387096774 C8 5
A12_C03_RT_56 113 0 0 Inf D8 112
A12_C03_RT_6 126 0 0 Inf F7 125
A12_C03_RT_60 58 0.000125256805502544 0.000125256805502544 8.4 A7 51
A12_C03_RT_61 31 2.89039175179616e-237 3.17943092697578e-236 54.8333333333333 B8 29
A12_C03_RT_67 142 1.73824122422816e-141 1.56441710180534e-140 Inf D7 142
A12_C03_RT_84 9 5.71341276470307e-32 3.42804765882184e-31 8.51485148514852 C8 7
B01_B02_RT_13 121 2.37968927472545e-228 4.52140962197835e-227 Inf D7 101
B01_B02_RT_2 34 2.31868778523467e-91 3.478031677852e-90 Inf F7 34
B01_B02_RT_22 3 0.0721083910339213 0.216325173101764 2.54545454545455 B8 2
B01_B02_RT_27 3 0.0359994047634288 0.143997619053715 Inf A7 3
B01_B02_RT_29 32 3.20776384732804e-31 3.84931661679365e-30 Inf A7 32
B01_B02_RT_35 46 3.55889615312728e-116 5.69423384500365e-115 40.7142857142857 D7 44
B01_B02_RT_36 10 1.85003398055038e-06 9.25016990275188e-06 Inf E8 9
B01_B02_RT_37 38 1.95915808671719e-29 2.15507389538891e-28 Inf D8 37
B01_B02_RT_38 3 1 1 Inf A8 3
B01_B02_RT_43 70 7.24660678136663e-135 1.23192315283233e-133 Inf E7 69
B01_B02_RT_48 33 4.50547551254235e-27 4.50547551254235e-26 Inf D8 33
B01_B02_RT_51 27 9.47513431826451e-22 8.52762088643806e-21 Inf D8 27
B01_B02_RT_53 173 4.28603730317008e-149 7.71486714570615e-148 137.047619047619 C7 170
B01_B02_RT_58 10 1.44448527792153e-08 8.6669116675292e-08 Inf A7 10
B01_B02_RT_66 4 1 1 Inf B8 4
B01_B02_RT_75 19 1.01681054408449e-12 7.11767380859141e-12 Inf C7 18
B01_B02_RT_86 21 1.76373591425183e-16 1.41098873140146e-15 Inf C7 21
B01_B02_RT_89 71 3.90819974855766e-59 5.47147964798073e-58 Inf C7 70
B01_B02_RT_92 45 5.7259509388863e-45 7.4437362205522e-44 Inf A7 45
B01_B03_RT_11 144 0 0 Inf B7 133
B01_B03_RT_16 488 2.8535512274533e-143 5.7071024549066e-143 2.09921915668922 D7 279
B01_B03_RT_22 82 7.4247963954589e-198 2.22743891863767e-197 Inf E8 79
B01_B03_RT_24 40 1.21018316365122e-84 1.21018316365122e-84 Inf E8 37
B01_B03_RT_27 552 0 0 Inf E7 539
B01_B03_RT_4 894 0 0 Inf D7 892
B01_B03_RT_42 121 0 0 Inf A7 117
B01_B03_RT_44 399 0 0 8.08703703703704 F7 350
B01_B03_RT_54 446 0 0 Inf F7 438
B01_B03_RT_55 413 0 0 Inf F7 412
B01_B03_RT_57 651 0 0 Inf C7 649
B01_B03_RT_59 132 0 0 Inf D8 125
B01_B03_RT_6 433 0 0 Inf F7 427
B01_B03_RT_61 34 3.27758894674238e-256 1.31103557869695e-255 62.1666666666667 C8 28
B01_B03_RT_63 492 0 0 17.0920520880108 D7 444
B01_B03_RT_67 486 0 0 Inf F7 480
B01_B03_RT_78 517 1.48219693752374e-323 7.4109846876187e-323 Inf C7 513
B01_B03_RT_8 310 0 0 4.9966825627203 A7 241
B01_B03_RT_94 45 0 0 Inf A8 42
B01_C03_RT_12 92 0 0 Inf E7 91
B01_C03_RT_13 13 1.54381566697209e-64 3.08763133394419e-64 4.49415204678363 F8 8
B01_C03_RT_3 83 0 0 2.11810672025006 A8 49
B01_C03_RT_33 23 1.16582455123823e-81 3.49747365371468e-81 7.81942078364566 B8 12
B01_C03_RT_40 36 0 0 Inf E8 35
B01_C03_RT_42 555 2.25539094734244e-82 9.02156378936975e-82 1.10340350186897 D8 467
B01_C03_RT_5 112 0 0 Inf A7 109
B01_C03_RT_60 244 0 0 Inf D7 244
B01_C03_RT_77 11 3.64221791654133e-30 3.64221791654133e-30 1.72620126926564 F8 5
B01_C03_RT_8 107 0 0 Inf B7 104
B01_C03_RT_85 260 0 0 Inf E7 257
B01_C03_RT_9 18 1.78220455670238e-166 8.91102278351191e-166 414.428571428572 B8 15
B01_C03_RT_90 508 0 0 Inf C7 503
B02_B02_RT_0 304 7.85223091814545e-235 3.14089236725818e-234 Inf C7 300
B02_B02_RT_10 111 0 0 Inf B7 109
B02_B02_RT_21 14 9.91605148054224e-213 2.97481544416267e-212 Inf F8 10
B02_B02_RT_27 1129 0 0 Inf D7 1123
B02_B02_RT_30 1410 0 0 36.6791208791209 F7 1326
B02_B02_RT_40 66 2.89075971011257e-154 2.89075971011257e-154 Inf C8 64
B02_B02_RT_64 92 8.23821389811082e-184 1.64764277962216e-183 Inf D8 90
B02_B02_RT_65 928 0 0 93.7499999999999 E7 696
B02_B02_RT_76 827 0 0 Inf C7 824
B02_B02_RT_77 52 4.39227803522528e-275 2.19613901761264e-274 6.29985652797704 B8 31
B02_B03_RT_13 31 3.84154645127075e-43 1.15246393538123e-42 25.5555555555556 C8 29
B02_B03_RT_18 501 0 0 Inf C7 501
B02_B03_RT_19 111 0.0533828129147841 0.106765625829568 Inf B7 108
B02_B03_RT_20 320 5.7546383611141e-206 6.90556603333692e-205 29.6969696969697 D7 280
B02_B03_RT_21 343 0 0 2.09416666666667 C7 238
B02_B03_RT_36 225 2.76793061485043e-188 2.76793061485043e-187 Inf D7 222
B02_B03_RT_37 130 6.30132124094216e-106 4.41092486865951e-105 Inf D7 128
B02_B03_RT_41 63 3.58366668216852e-81 1.79183334108426e-80 Inf C8 57
B02_B03_RT_42 242 0 0 Inf C7 237
B02_B03_RT_43 385 1.75603153058169e-159 1.58042837752352e-158 1.06161457162132 D7 206
B02_B03_RT_49 176 5.71631602560836e-149 4.57305282048669e-148 Inf D7 175
B02_B03_RT_52 31 8.45384804088754e-54 3.38153921635502e-53 Inf E8 28
B02_B03_RT_54 426 0 0 Inf D7 423
B02_B03_RT_58 437 0 0 419.861111111111 A7 432
B02_B03_RT_6 166 0 0 152.777777777778 D8 162
B02_B03_RT_60 425 4.03773972796976e-267 5.65283561915767e-266 Inf E7 424
B02_B03_RT_67 4 0.82423400962487 0.82423400962487 1.5 F8 1
B02_B03_RT_76 659 0 0 Inf D8 657
B02_B03_RT_78 150 1.92616803026465e-188 2.11878483329112e-187 Inf F7 148
B02_B03_RT_87 42 7.79065238423462e-94 4.67439143054077e-93 Inf E8 42
B02_B03_RT_93 34 5.76225309447345e-207 7.49092902281549e-206 28.4736842105263 B8 31
B02_C03_RT_10 189 4.00961814933419e-188 4.4105799642676e-187 Inf D8 179
B02_C03_RT_12 10 1 1 Inf F8 10
B02_C03_RT_14 339 3.13050778407989e-285 5.00881245452782e-284 Inf C7 339
B02_C03_RT_22 360 0 0 1.40869565217391 C7 234
B02_C03_RT_25 72 4.08300280464003e-271 6.12450420696005e-270 Inf A8 66
B02_C03_RT_26 45 5.66943356449399e-99 3.96860349514579e-98 Inf B8 40
B02_C03_RT_27 42 1.63227202559457e-101 1.30581762047566e-100 Inf B8 39
B02_C03_RT_3 58 4.27426335522815e-208 5.55654236179659e-207 28.8831168831169 A8 52
B02_C03_RT_35 193 1.67352383764334e-230 2.34293337270068e-229 Inf D7 190
B02_C03_RT_38 46 2.64245826865274e-40 1.0569833074611e-39 Inf C8 38
B02_C03_RT_46 18 2.5063267021238e-37 7.51898010637141e-37 24.6666666666667 B8 16
B02_C03_RT_48 197 0 0 Inf A7 194
B02_C03_RT_53 58 2.78039937062459e-143 2.78039937062459e-142 Inf B8 54
B02_C03_RT_54 47 2.15387012245017e-44 1.07693506122509e-43 Inf E8 38
B02_C03_RT_55 136 0 0 Inf E7 136
B02_C03_RT_61 167 4.05709453501487e-206 4.86851344201784e-205 Inf D7 167
B02_C03_RT_62 59 1.01371702322566e-74 6.08230213935398e-74 Inf C8 56
B02_C03_RT_70 75 0 0 Inf B7 73
B02_C03_RT_72 104 3.35800856014927e-112 3.02220770413434e-111 Inf D8 103
B02_C03_RT_93 11 1 1 Inf F8 11
B03_B02_RT_15 380 0 0 Inf C7 380
B03_B02_RT_28 37 4.25445501564704e-196 8.50891003129408e-196 33.7120253164557 A8 35
B03_B02_RT_38 113 0 0 Inf A7 111
B03_B02_RT_4 171 0 0 7.91899000526039 B7 144
B03_B02_RT_5 218 0 0 16.0471756672874 B7 165
B03_B02_RT_50 40 7.99447684702717e-203 2.39834305410815e-202 35.6075949367089 A8 37
B03_B02_RT_83 38 1.22317609608329e-185 1.22317609608329e-185 44.3416666666667 A8 35
B03_B03_RT_20 86 5.06248127137695e-92 3.03748876282617e-91 442.297872340426 C8 80
B03_B03_RT_26 35 3.5865453466657e-42 1.07596360399971e-41 142.25 B8 32
B03_B03_RT_28 22 0.00116489563493181 0.00232979126986362 8.66785079928952 F8 16
B03_B03_RT_29 97 0 0 2.00147895335609 A8 58
B03_B03_RT_3 755 0 0 2.43649719698434 A7 438
B03_B03_RT_30 339 0 0 Inf D7 338
B03_B03_RT_33 66 1.29813510074859e-73 6.49067550374295e-73 Inf C8 63
B03_B03_RT_35 39 1.48687202772789e-208 1.04081041940952e-207 12.9376947040498 E8 28
B03_B03_RT_42 271 0 0 Inf D8 266
B03_B03_RT_6 262 0 0 Inf E7 255
B03_B03_RT_62 4 1 1 Inf F8 4
B03_B03_RT_93 284 5.9385053323426e-67 2.37540213293704e-66 Inf C7 281
B03_C03_RT_10 391 6.94360947693585e-111 2.77744379077434e-110 1.2301130593731 D7 230
B03_C03_RT_14 454 0 0 Inf F7 444
B03_C03_RT_19 424 0 0 41.1638280616383 E7 377
B03_C03_RT_21 98 0 0 Inf B7 93
B03_C03_RT_27 111 6.81033785091312e-213 6.1293040658218e-212 45.469387755102 C8 100
B03_C03_RT_33 181 0 0 Inf D8 177
B03_C03_RT_35 41 2.67914098330343e-144 1.33957049165172e-143 187.458333333333 A8 32
B03_C03_RT_36 40 1.05724448275305e-188 7.40071137927138e-188 Inf B7 32
B03_C03_RT_38 328 2.702901966258e-185 1.6217411797548e-184 Inf C7 321
B03_C03_RT_40 333 0 0 Inf F7 330
B03_C03_RT_42 48 2.56537732260616e-81 7.69613196781849e-81 Inf C8 42
B03_C03_RT_50 126 2.74118669311793e-296 3.56354270105331e-295 Inf D8 120
B03_C03_RT_58 12 2.45033599953837e-49 4.90067199907674e-49 38 F8 8
B03_C03_RT_67 442 2.02969333862013e-238 2.02969333862013e-237 Inf D7 435
B03_C03_RT_75 376 1.56057578862314e-204 1.24846063089851e-203 Inf D7 372
B03_C03_RT_84 248 4.57670950752655e-292 5.49205140903186e-291 Inf F7 246
B03_C03_RT_93 451 1.89874222240623e-252 2.08861644464685e-251 Inf D7 450
B03_C03_RT_94 81 1.0467179467771e-41 1.0467179467771e-41 Inf D7 81
B04_B02_RT_10 65 4.57980920309709e-123 4.12182828278738e-122 4.41073271413829 C8 51
B04_B02_RT_14 47 1.43969003667116e-50 4.31907011001347e-50 Inf B8 43
B04_B02_RT_2 199 1.085988839699e-282 1.3031866076388e-281 Inf D7 198
B04_B02_RT_21 201 0 0 Inf E7 199
