Cell hash_umis pval qval top_to_second_best_ratio top_oligo top_hash_umi
D08_C03_RT_25 714 0 0 Inf D7 710
D08_C03_RT_29 422 0 0 Inf F7 417
D08_C03_RT_44 11 0 0 Inf F8 10
D08_C03_RT_46 1067 0 0 24.4227318045862 F7 856
D08_C03_RT_53 249 0 0 Inf E7 242
D08_C03_RT_55 59 0 0 Inf F8 53
D08_C03_RT_67 1323 0 0 Inf A7 1317
D08_C03_RT_68 67 1.14663072955842e-145 5.73315364779212e-145 Inf B8 65
D08_C03_RT_7 18 1.06304151330643e-34 1.06304151330643e-34 33.5789473684211 E8 16
D08_C03_RT_77 1741 0 0 Inf D7 1740
D08_C03_RT_85 707 0 0 Inf D7 704
D08_C03_RT_9 262 0 0 Inf C7 256
D09_B02_RT_25 12 0.568598807524455 0.568598807524455 13.4 F8 7
D09_B02_RT_38 786 0 0 Inf C7 367
D09_B02_RT_44 28 4.2652054370438e-128 1.27956163111314e-127 Inf A8 27
D09_B02_RT_5 16 1.66205177952724e-57 3.32410355905449e-57 16.5802469135802 A8 14
D09_B02_RT_74 44 0 0 Inf B8 43
D09_B02_RT_90 100 0 0 Inf B7 100
D09_B03_RT_13 188 0 0 1.38161838161838 F7 89
D09_B03_RT_25 11 1.10280834193723e-29 1.10280834193723e-29 10.5714285714286 A8 9
D09_B03_RT_26 11 2.18192616100563e-36 4.36385232201126e-36 Inf A8 10
D09_B03_RT_4 10 7.34366201181791e-41 2.20309860354537e-40 Inf A8 10
D09_B03_RT_49 20 0 0 64.4545454545455 B8 19
D09_B03_RT_5 72 0 0 Inf E7 70
D09_B03_RT_55 79 0 0 Inf D8 79
D09_B03_RT_60 23 4.3844512878648e-67 1.75378051514592e-66 22.5777777777778 A8 19
D09_C03_RT_12 132 2.5202297466956e-158 2.01618379735648e-157 Inf F7 131
D09_C03_RT_14 110 5.37878526141846e-64 1.07575705228369e-63 Inf A7 109
D09_C03_RT_25 394 2.44059848804951e-253 2.44059848804951e-252 Inf D7 392
D09_C03_RT_31 240 0 0 Inf D8 236
D09_C03_RT_37 207 0 0 Inf B7 201
D09_C03_RT_4 273 4.94905826680299e-124 2.96943496008179e-123 13.6459802538787 A7 237
D09_C03_RT_52 174 8.68647561922475e-107 4.34323780961237e-106 Inf D7 172
D09_C03_RT_53 347 2.46727734712273e-213 2.22054961241046e-212 Inf D7 340
D09_C03_RT_55 31 9.93226925084503e-71 2.97968077525351e-70 Inf E8 30
D09_C03_RT_61 558 0 0 2.34972067039106 F7 399
D09_C03_RT_67 13 0.960398972749469 0.960398972749469 Inf F8 12
D09_C03_RT_70 37 5.91918329097126e-152 4.14342830367988e-151 91.6229508196721 A8 34
D09_C03_RT_85 875 0 0 7.31146382213083 C7 748
D09_C03_RT_86 258 0 0 Inf C7 252
D09_C03_RT_90 49 1.15050026159978e-91 4.60200104639911e-91 Inf E8 43
D09_C03_RT_92 219 5.68731022583764e-257 6.25604124842141e-256 Inf F7 214
D10_B02_RT_12 32 0 0 19.005540166205 B8 26
D10_B02_RT_14 39 0 0 83.8435517970401 A8 38
D10_B02_RT_20 110 0 0 5.8628801663634 B7 86
D10_B02_RT_28 681 0 0 1.61906554387054 E7 404
D10_B02_RT_29 548 0 0 Inf F7 539
D10_B02_RT_34 20 3.5200201856075e-44 3.5200201856075e-44 15.2890173410405 F8 15
D10_B02_RT_36 198 0 0 9.32528164010961 B7 175
D10_B02_RT_4 69 0 0 Inf A8 65
D10_B02_RT_53 53 0 0 12.7128309572301 A8 42
D10_B02_RT_54 55 0 0 33.5344827586207 B7 50
D10_B02_RT_68 239 0 0 Inf C7 237
D10_B02_RT_77 44 0 0 108.768844221106 B8 41
D10_C03_RT_2 30 7.3741562048395e-67 1.4748312409679e-66 Inf B8 28
D10_C03_RT_20 87 1.23475697851528e-214 9.87805582812227e-214 Inf B8 83
D10_C03_RT_24 105 0 0 Inf A7 102
D10_C03_RT_25 193 0 0 Inf D8 189
D10_C03_RT_28 153 0 0 Inf B7 150
D10_C03_RT_30 740 3.04352152359735e-213 2.13046506651814e-212 Inf F7 589
D10_C03_RT_37 27 5.41417693437411e-86 1.62425308031223e-85 Inf C8 27
D10_C03_RT_39 40 5.8999480726799e-103 3.53996884360794e-102 Inf C8 36
D10_C03_RT_4 193 0 0 Inf A7 190
D10_C03_RT_44 24 4.54993039223522e-29 4.54993039223522e-29 5.92889908256881 B8 17
D10_C03_RT_46 65 0 0 Inf A8 61
D10_C03_RT_48 74 3.17946346330238e-232 2.86151711697215e-231 Inf C8 72
D10_C03_RT_6 149 6.68354219330788e-318 7.35189641263867e-317 Inf D8 148
D10_C03_RT_63 24 4.93099492901033e-100 1.97239797160413e-99 Inf A8 21
D10_C03_RT_70 63 9.63886160876701e-102 4.8194308043835e-101 1.9576354679803 C8 39
D10_C03_RT_72 314 1.57386143358824e-259 1.57386143358824e-258 Inf C7 313
D11_B02_RT_12 323 0 0 Inf A7 317
D11_B02_RT_19 265 1.19379987195857e-252 1.79069980793786e-251 Inf C7 263
D11_B02_RT_21 227 0 0 Inf D7 225
D11_B02_RT_24 183 1.52367219028235e-154 1.52367219028235e-153 Inf F7 183
D11_B02_RT_26 193 6.84930060677219e-157 7.5342306674494e-156 Inf F7 190
D11_B02_RT_33 287 4.85687220935646e-277 7.77099553497033e-276 Inf C7 286
D11_B02_RT_35 206 2.11986832815767e-168 2.75582882660497e-167 Inf F7 203
D11_B02_RT_36 403 0 0 Inf C7 402
D11_B02_RT_37 51 1.53616801576418e-119 9.21700809458506e-119 81.5178571428571 B8 46
D11_B02_RT_44 344 2.93700835449889e-292 4.99291420264811e-291 Inf F7 342
D11_B02_RT_45 28 3.49980069107177e-48 1.39992027642871e-47 180.307692307692 C8 24
D11_B02_RT_48 4 1 1 Inf F8 4
D11_B02_RT_5 544 0 0 3.42527582748245 D7 407
D11_B02_RT_6 139 0 0 Inf B7 138
D11_B02_RT_61 14 4.34285146405546e-22 8.68570292811092e-22 50.9565217391304 C8 12
D11_B02_RT_66 34 1.83347825390365e-79 9.16739126951828e-79 Inf B8 31
D11_B02_RT_68 53 1.42201262173349e-143 1.1376100973868e-142 5085.99999999994 B8 51
D11_B02_RT_79 64 4.94608908526693e-161 5.93530690232031e-160 58.214953271028 C8 63
D11_B02_RT_80 268 1.30032600525244e-239 1.82045640735342e-238 Inf E7 266
D11_B02_RT_85 34 0 0 306.9 E8 29
D11_B02_RT_86 191 5.4908382122565e-153 4.94175439103085e-152 Inf F7 187
D11_B02_RT_92 23 2.66132540684411e-47 7.98397622053234e-47 32.4426229508197 B8 20
D11_B02_RT_93 42 6.45104773838202e-138 4.51573341686742e-137 Inf A8 41
D11_B03_RT_13 26 4.22461595208409e-46 2.53476957125045e-45 Inf E8 23
D11_B03_RT_2 202 0.126056240612202 0.252112481224403 Inf D8 196
D11_B03_RT_34 9 2.6234393787862e-42 7.87031813635859e-42 Inf F8 8
D11_B03_RT_37 8 2.06092487277503e-48 1.44264741094252e-47 Inf F8 8
D11_B03_RT_4 58 3.49532272378686e-89 3.14579045140818e-88 Inf C8 56
D11_B03_RT_44 32 0 0 Inf B8 30
D11_B03_RT_49 35 1.13253584046717e-43 5.66267920233584e-43 27.2307692307692 C8 31
D11_B03_RT_5 137 0.7934936444579 0.7934936444579 Inf D8 135
D11_B03_RT_61 283 0 0 Inf D7 282
D11_B03_RT_66 329 0 0 Inf D7 327
D11_B03_RT_7 414 0 0 Inf C7 414
D11_B03_RT_77 26 1.98083931216896e-43 7.92335724867585e-43 20 A8 22
D11_B03_RT_79 28 8.3934010444882e-61 6.71472083559056e-60 Inf A8 27
D11_B03_RT_8 294 0 0 3.92447595561036 A7 223
D11_C03_RT_0 362 0 0 5.97015475313191 F7 245
D11_C03_RT_1 615 0 0 Inf C7 613
D11_C03_RT_11 365 0 0 Inf D8 358
D11_C03_RT_17 74 0 0 Inf B8 67
D11_C03_RT_19 204 4.99354083857717e-122 2.9961245031463e-121 Inf C7 198
D11_C03_RT_27 36 3.67868370285733e-78 1.1036051108572e-77 Inf E8 32
D11_C03_RT_37 48 0 0 Inf A8 45
D11_C03_RT_4 28 6.24610217167595e-209 6.24610217167595e-208 Inf A8 24
D11_C03_RT_47 44 0 0 Inf C8 42
D11_C03_RT_49 873 0 0 Inf D7 871
D11_C03_RT_5 20 2.12525025577332e-163 1.70020020461866e-162 Inf C8 18
D11_C03_RT_50 643 0 0 Inf C7 640
D11_C03_RT_57 165 4.54739306157915e-228 5.00213236773706e-227 Inf D8 162
D11_C03_RT_61 376 1.25318332698374e-285 1.50381999238049e-284 Inf D7 367
D11_C03_RT_62 22 2.4928927709095e-48 4.985785541819e-48 Inf E8 20
D11_C03_RT_73 100 1.66535587495121e-122 1.16574911246584e-121 Inf B7 99
D11_C03_RT_74 152 2.57198480763085e-173 2.31478632686777e-172 Inf B7 145
D11_C03_RT_76 144 0 0 Inf A7 142
D11_C03_RT_78 33 1.97875261965739e-32 1.97875261965739e-32 Inf B7 31
D11_C03_RT_80 23 5.49520165823113e-103 2.19808066329245e-102 32.1975308641975 B8 18
D11_C03_RT_83 39 7.39126224867496e-105 3.69563112433748e-104 160.909090909091 E8 38
D11_C03_RT_91 555 0 0 Inf C7 551
D12_B02_RT_0 7 0.692983234473867 1 14.4736842105263 F8 5
D12_B02_RT_19 89 3.91857742943048e-76 3.52671968648744e-75 Inf E7 87
D12_B02_RT_2 578 0 0 3.22526280660771 C7 425
D12_B02_RT_28 293 1.49776244442587e-266 2.09686742219622e-265 Inf E7 288
D12_B02_RT_3 30 2.09783486875126e-39 1.04891743437563e-38 Inf E8 30
D12_B02_RT_30 27 6.54791396786559e-32 1.96437419035968e-31 Inf E8 26
D12_B02_RT_33 91 3.45236021505534e-51 2.41665215053874e-50 Inf A7 87
D12_B02_RT_35 55 6.24573156814149e-46 3.7474389408849e-45 Inf E7 54
D12_B02_RT_4 29 4.92787710054591e-148 5.4206648106005e-147 Inf B8 28
D12_B02_RT_44 50 0.777973341950445 1 Inf A8 47
D12_B02_RT_59 28 2.30595824623514e-33 9.22383298494057e-33 Inf E8 27
D12_B02_RT_6 30 1.17295163948217e-121 1.17295163948217e-120 Inf B8 26
D12_B02_RT_61 221 2.08381375754558e-317 3.33410201207293e-316 Inf C7 220
D12_B02_RT_68 122 0 0 Inf B7 121
D12_B02_RT_69 48 1.79697748654918e-256 2.33607073251393e-255 Inf B7 47
D12_B02_RT_72 89 5.96293393849679e-55 4.77034715079743e-54 Inf A7 88
D12_B02_RT_83 50 6.55775244785555e-268 9.83662867178332e-267 Inf B8 49
D12_B02_RT_9 86 2.64002222550493e-230 3.16802667060591e-229 Inf D8 86
D12_B03_RT_12 51 3.12527158818609e-187 3.12527158818609e-186 Inf B8 42
D12_B03_RT_14 87 1.01125701844179e-158 9.10131316597613e-158 Inf E7 85
D12_B03_RT_17 84 0 0 Inf C8 76
D12_B03_RT_2 350 0 0 Inf C7 348
D12_B03_RT_22 277 3.48629511384252e-220 3.83492462522677e-219 Inf F7 276
D12_B03_RT_25 381 0 0 336.182926829268 C7 378
D12_B03_RT_3 46 8.11095481333267e-66 5.67766836933287e-65 Inf A8 41
D12_B03_RT_36 53 2.90116254825054e-87 2.32093003860043e-86 Inf A8 50
D12_B03_RT_4 745 0 0 Inf D7 744
D12_B03_RT_42 15 7.52745730819176e-17 1.50549146163835e-16 11.3536585365854 E8 13
D12_B03_RT_45 732 0 0 6.69728523614727 F7 591
D12_B03_RT_50 45 2.77566905437623e-60 1.11026762175049e-59 36.0609756097561 E8 41
D12_B03_RT_53 315 0 0 Inf C7 313
D12_B03_RT_54 92 1.68663150798473e-63 1.01197890479084e-62 68.9268292682927 F7 88
D12_B03_RT_66 51 3.77198865767195e-62 1.88599432883597e-61 Inf E8 45
D12_B03_RT_72 41 4.89821784975979e-56 1.46946535492794e-55 Inf A8 36
D12_B03_RT_74 60 1.23830939302516e-311 1.48597127163019e-310 Inf B8 58
D12_B03_RT_78 173 0 0 Inf D8 169
D12_B03_RT_93 153 0.978951031306118 0.978951031306118 Inf A7 151
D12_C03_RT_0 51 4.97294762439833e-62 2.48647381219917e-61 98.3809523809525 E8 45
D12_C03_RT_18 11 1.93848069071209e-06 1.93848069071209e-06 13.3625 E8 8
D12_C03_RT_20 813 0 0 Inf A7 808
D12_C03_RT_26 579 1.18380073577122e-255 8.28660515039856e-255 3.34559817806562 D7 458
D12_C03_RT_29 986 0 0 Inf D7 915
D12_C03_RT_4 19 5.28507105540626e-21 1.58552131662188e-20 Inf E8 17
D12_C03_RT_42 410 0 0 Inf F7 407
D12_C03_RT_5 26 1.51075956654218e-13 3.02151913308436e-13 23.2095238095238 B8 19
D12_C03_RT_54 37 4.21209655257444e-89 2.52725793154466e-88 Inf C8 32
D12_C03_RT_68 120 0 0 Inf B7 113
D12_C03_RT_69 30 2.14024251344779e-39 8.56097005379115e-39 Inf E8 28
D12_C03_RT_85 206 0 0 11.4481865284974 C7 182
E01_B02_RT_11 6 0.00011893383933668 0.000356801518010041 3.8695652173913 B8 4
E01_B02_RT_12 10 0.0602386712186982 0.0602386712186982 21.2727272727273 C8 9
E01_B02_RT_13 170 4.01421553835919e-93 5.61990175370287e-92 43.7605633802817 D7 162
E01_B02_RT_16 69 1.12709238983137e-39 6.76255433898822e-39 Inf D7 69
E01_B02_RT_2 54 1.40819822450091e-83 1.83065769185119e-82 Inf A7 54
E01_B02_RT_29 83 2.25747723586061e-57 1.58023406510243e-56 Inf F7 81
E01_B02_RT_3 27 3.39569585080948e-75 3.39569585080948e-74 Inf E8 25
E01_B02_RT_30 290 3.11382537979283e-200 5.29350314564781e-199 7.02524544179523 F7 254
E01_B02_RT_38 13 1.33608704105465e-79 1.60330444926557e-78 13 A8 10
E01_B02_RT_4 57 5.65608191880571e-78 6.22169011068628e-77 Inf A7 54
E01_B02_RT_42 75 4.84423795524865e-118 7.75078072839784e-117 Inf A7 75
E01_B02_RT_43 4 0.015598100190125 0.03119620038025 Inf B8 3
E01_B02_RT_46 34 0 0 Inf A8 33
E01_B02_RT_5 32 1.51723281661365e-99 2.27584922492048e-98 Inf D8 31
E01_B02_RT_57 7 1.65797885022817e-05 6.63191540091268e-05 4.32692307692308 B8 5
E01_B02_RT_59 20 1.94293549094231e-12 9.71467745471157e-12 Inf F7 20
E01_B02_RT_8 62 1.86541440528382e-65 1.49233152422706e-64 Inf C7 61
E01_B02_RT_9 133 0 0 Inf E7 132
E01_B02_RT_95 12 1.13772116208121e-68 1.02394904587309e-67 11.4 B7 9
E01_B03_RT_10 129 7.72525083000459e-94 6.18020066400367e-93 Inf F7 125
E01_B03_RT_12 793 0 0 1.36968838526912 F7 485
E01_B03_RT_13 521 0 0 Inf F7 515
E01_B03_RT_17 10 0.000209628413173202 0.000628885239519607 3.82142857142857 F8 3
E01_B03_RT_18 547 0 0 Inf E7 541
E01_B03_RT_27 112 1.65892522437199e-151 1.49303270193479e-150 Inf C8 110
E01_B03_RT_29 234 1.57952786975447e-320 2.0533862306808e-319 Inf E7 229
E01_B03_RT_34 918 0 0 Inf C7 915
E01_B03_RT_42 78 0 0 Inf A8 73
E01_B03_RT_44 319 2.40861617152663e-258 2.64947778867929e-257 Inf F7 318
E01_B03_RT_45 38 9.71779047990009e-289 1.16613485758801e-287 Inf A8 37
E01_B03_RT_51 38 1.4958980960898e-205 1.4958980960898e-204 29.275 E8 31
E01_B03_RT_58 414 0 0 Inf D7 412
E01_B03_RT_59 5 3.70354681866985e-05 0.000148141872746794 2.14705882352941 F8 2
E01_B03_RT_60 7 2.31501856075231e-16 1.15750928037615e-15 4.65625 F8 4
E01_B03_RT_62 48 0 0 Inf B8 48
E01_B03_RT_75 103 0 0 95.3589743589744 E8 98
E01_B03_RT_76 153 0.977949578292853 0.977949578292853 Inf B7 151
E01_B03_RT_79 54 0.286424535796835 0.57284907159367 Inf B7 48
E01_B03_RT_91 55 6.63422676510916e-54 3.9805360590655e-53 Inf C8 48
E01_B03_RT_93 57 2.61910983491781e-68 1.83337688444246e-67 Inf C8 54
E01_C03_RT_12 288 0 0 Inf A7 284
E01_C03_RT_13 146 0 0 Inf D8 141
E01_C03_RT_16 150 0 0 Inf D8 148
E01_C03_RT_18 226 2.3478583128078e-156 9.3914332512312e-156 Inf D7 225
E01_C03_RT_2 316 1.54701642696697e-158 7.73508213483483e-158 Inf F7 314
E01_C03_RT_23 44 0 0 Inf A8 42
E01_C03_RT_28 326 4.15939712738389e-130 8.31879425476778e-130 5.68043387567793 F7 275
E01_C03_RT_35 449 5.79538268154631e-309 5.21584441339168e-308 Inf D7 442
E01_C03_RT_38 416 4.52635554827747e-209 2.71581332896648e-208 Inf F7 412
E01_C03_RT_5 140 1.22160574139745e-93 1.22160574139745e-93 Inf D7 139
E01_C03_RT_60 128 4.28886896081477e-283 3.43109516865182e-282 768.818181818182 D8 123
E01_C03_RT_67 166 3.15218129115257e-225 2.2065269038068e-224 Inf C7 162
E01_C03_RT_74 56 2.16454660359154e-134 6.49363981077461e-134 Inf B8 49
E01_C03_RT_82 28 0 0 Inf A8 28
E01_C03_RT_83 439 0 0 Inf C7 437
E01_C03_RT_84 213 0 0 Inf A7 208
E02_B02_RT_10 89 0 0 Inf E8 89
E02_B02_RT_13 472 0 0 Inf C7 469
E02_B02_RT_18 343 0 0 Inf D8 304
E02_B02_RT_31 38 1.98442595608049e-67 1.19065557364829e-66 Inf B8 38
E02_B02_RT_35 92 8.92516915128582e-90 6.24761840590007e-89 7.60714285714286 B8 66
E02_B02_RT_37 48 1.50641151753014e-57 7.53205758765069e-57 22 B8 40
E02_B02_RT_38 202 0 0 176.8 A7 197
E02_B02_RT_45 29 8.63573122656987e-108 6.9085849812559e-107 Inf E8 26
E02_B02_RT_48 88 2.70888206154817e-110 2.43799385539335e-109 Inf C8 86
E02_B02_RT_59 141 9.01965939867809e-166 9.92162533854589e-165 Inf C8 133
E02_B02_RT_6 47 2.7312907446731e-177 3.27754889360772e-176 Inf E8 42
E02_B02_RT_66 339 0 0 Inf E7 335
E02_B02_RT_69 16 4.89835714223042e-07 9.79671428446084e-07 6.65 C8 11
E02_B02_RT_7 445 0 0 383.666666666667 D7 443
E02_B02_RT_70 30 3.2965541958318e-44 9.88966258749541e-44 Inf B8 28
E02_B02_RT_87 335 0 0 Inf E7 333
E02_B02_RT_89 6 1 1 Inf F8 6
E02_B02_RT_9 51 3.92269965774151e-56 1.56907986309661e-55 Inf C8 48
E02_B02_RT_91 52 0 0 Inf A8 49
E02_B02_RT_93 90 2.64526498478865e-163 2.64526498478865e-162 Inf B8 89
E02_B03_RT_12 593 0 0 Inf D7 592
E02_B03_RT_19 37 1.38693120959431e-24 5.54772483837726e-24 26.5625 B8 30
E02_B03_RT_2 396 0 0 9.42857142857143 C7 330
E02_B03_RT_20 30 1.67892881512802e-154 1.51103593361522e-153 Inf A8 26
E02_B03_RT_25 34 0.419509486931406 0.419509486931406 1863.00000000001 E8 27
E02_B03_RT_27 524 0 0 Inf D7 521
E02_B03_RT_33 60 3.6295338548178e-44 1.8147669274089e-43 Inf B8 50
E02_B03_RT_36 41 1.7229160601859e-148 1.37833284814872e-147 Inf A8 30
E02_B03_RT_37 599 0 0 11.7702318015453 D7 541
E02_B03_RT_38 1254 0 0 Inf D7 1252
E02_B03_RT_43 420 0 0 Inf F7 414
E02_B03_RT_46 27 1.41737417599336e-06 2.83474835198672e-06 4.51327433628319 B8 15
E02_B03_RT_5 40 8.10335952590006e-14 2.43100785777002e-13 8.6038961038961 B8 25
E02_B03_RT_6 140 1.22024795806002e-202 1.22024795806002e-201 Inf B7 130
E02_B03_RT_61 428 0 0 6.22455845248108 F7 359
E02_B03_RT_68 100 6.93238903577673e-68 4.15943342146604e-67 111.275 B8 79
E02_B03_RT_75 226 0 0 Inf D8 215
E02_B03_RT_9 394 2.5849514590414e-320 2.84344660494554e-319 Inf D7 391
E02_B03_RT_91 113 1.10139313053573e-145 7.70975191375011e-145 Inf E7 110
E02_C03_RT_10 76 0 0 Inf C8 76
E02_C03_RT_13 29 1.88194817107531e-43 1.31736371975272e-42 Inf B8 29
E02_C03_RT_21 128 9.09353920767699e-129 1.18216009699801e-127 Inf E7 128
E02_C03_RT_24 158 4.77124621317711e-117 5.72549545581254e-116 2.53886693017128 D8 97
E02_C03_RT_34 14 7.64467296555809e-44 6.11573837244647e-43 Inf E8 12
E02_C03_RT_35 31 2.83895643379238e-30 1.13558257351695e-29 Inf B8 26
E02_C03_RT_47 187 3.81674939159793e-168 5.34344914823711e-167 Inf D7 185
E02_C03_RT_50 47 8.89997129129986e-70 8.89997129129986e-69 Inf B8 46
E02_C03_RT_51 44 1.27694397411199e-290 2.17080475599038e-289 107.185185185185 C8 42
E02_C03_RT_59 5 1.86603715217078e-42 1.11962229130247e-41 13.2857142857143 F8 4
E02_C03_RT_6 19 1.91923610024608e-17 3.83847220049216e-17 Inf B8 16
E02_C03_RT_62 14 3.34727241355107e-62 3.01254517219596e-61 Inf E8 14
E02_C03_RT_77 58 5.17192016155417e-95 5.68911217770959e-94 Inf B7 55
E02_C03_RT_78 179 3.15781045817109e-225 4.73671568725664e-224 Inf C7 178
E02_C03_RT_80 21 4.16836898520024e-21 1.25051069556007e-20 22.2 B8 18
E02_C03_RT_82 263 0 0 Inf F7 261
E02_C03_RT_85 247 4.12706072336436e-247 6.60329715738297e-246 Inf E7 244
E02_C03_RT_9 5 2.18223934426754e-05 2.18223934426754e-05 Inf B8 5
E02_C03_RT_91 32 4.2413511399756e-38 2.1206755699878e-37 Inf B8 29
E03_B02_RT_1 26 4.94684085752049e-236 2.47342042876025e-235 30.0816326530612 B8 20
E03_B02_RT_12 52 0 0 153.130434782609 E8 48
E03_B02_RT_2 284 0 0 Inf B7 275
E03_B02_RT_30 398 0 0 Inf F7 393
E03_B02_RT_32 46 1.07002724326227e-169 3.21008172978682e-169 48.251968503937 A8 43
E03_B02_RT_37 244 0 0 4.04469606674613 C7 194
E03_B02_RT_38 54 2.68564483685686e-174 1.07425793474274e-173 13.5609756097561 A8 47
E03_B02_RT_43 318 6.13218803052091e-34 6.13218803052091e-34 Inf E7 316
E03_B02_RT_48 44 3.47604103167608e-168 6.95208206335217e-168 71.3333333333333 A8 42
E03_B02_RT_51 926 0 0 Inf D7 673
E03_B02_RT_60 96 0 0 56.9428571428571 B8 81
E03_B02_RT_70 10 2.38072414134494e-308 1.42843448480696e-307 8.03846153846154 F8 7
E03_B02_RT_71 11 0 0 11.1947565543071 F8 10
E03_B02_RT_88 198 0 0 Inf A7 193
E03_B03_RT_11 68 0 0 Inf B8 62
E03_B03_RT_13 217 0 0 Inf B7 213
E03_B03_RT_14 484 1.59886554024865e-201 9.59319324149188e-201 Inf D7 481
E03_B03_RT_17 284 0 0 Inf D8 282
E03_B03_RT_2 197 0 0 5.07675906183369 C7 162
E03_B03_RT_20 30 7.56428559525211e-19 2.26928567857563e-18 Inf C8 21
E03_B03_RT_25 382 0 0 Inf F7 378
E03_B03_RT_26 71 7.85817900701462e-110 3.14327160280585e-109 Inf F7 69
E03_B03_RT_38 847 0 0 1.76617932190955 D8 473
E03_B03_RT_45 417 1.31620666991534e-173 6.58103334957671e-173 Inf D7 415
E03_B03_RT_49 22 1.0502939826362e-05 2.1005879652724e-05 12.3 F8 18
E03_B03_RT_52 1035 0 0 1.26835860552476 C7 426
E03_B03_RT_67 30 0 0 88.0909090909091 A8 24
E03_B03_RT_79 104 0 0 Inf B7 100
E03_B03_RT_85 5 0.016348926322851 0.016348926322851 1.06493506493507 F8 1
E03_B03_RT_90 405 0 0 Inf D8 400
E03_C03_RT_10 216 7.7530687866541e-264 6.20245502932328e-263 Inf D8 213
E03_C03_RT_14 212 1.54558464506664e-138 6.18233858026654e-138 105.904761904762 E7 162
E03_C03_RT_18 93 9.95238052182688e-283 8.95714246964419e-282 Inf B8 85
E03_C03_RT_19 47 2.12215124087593e-126 6.36645372262778e-126 49.9808917197452 B8 41
E03_C03_RT_28 596 4.36207899058755e-311 4.36207899058755e-310 1.07500724008109 E7 306
E03_C03_RT_29 374 1.26180759633749e-203 7.57084557802496e-203 1.15287517531557 C7 181
E03_C03_RT_33 147 2.96094380766414e-222 2.0726606653649e-221 Inf C7 145
E03_C03_RT_35 68 6.4382158732662e-103 6.4382158732662e-103 1.21428571428571 E8 34
E03_C03_RT_40 76 3.51586717336848e-172 1.75793358668424e-171 Inf E8 76
E03_C03_RT_46 101 8.31392981338346e-115 1.66278596267669e-114 Inf D8 98
E03_C03_RT_59 654 0 0 10.6201822004205 D7 590
E03_C03_RT_75 494 0 0 Inf D8 482
E03_C03_RT_77 103 0 0 Inf A7 103
E03_C03_RT_92 445 0 0 Inf F7 442
E04_B02_RT_0 429 0 0 341.450331125828 C7 421
E04_B02_RT_28 1064 0 0 Inf D7 1060
E04_B02_RT_3 42 2.69818347481327e-103 8.09455042443981e-103 Inf C8 37
E04_B02_RT_33 184 0 0 Inf E7 182
E04_B02_RT_34 514 0 0 Inf C7 512
E04_B02_RT_36 736 0 0 Inf C7 732
E04_B02_RT_4 539 1.09109906695137e-247 8.728792535611e-247 23.1709706144256 F7 491
E04_B02_RT_43 319 0 0 Inf D8 315
E04_B02_RT_44 28 1.17403017040633e-65 1.17403017040633e-65 Inf A8 27
E04_B02_RT_51 33 3.58077815028623e-91 7.16155630057246e-91 42.0823529411765 B8 25
E04_B02_RT_59 165 9.06422276992446e-217 5.43853366195467e-216 1.69804721655494 C8 87
E04_B02_RT_86 204 6.71442148643757e-208 3.35721074321878e-207 Inf D7 201
E04_B02_RT_89 56 1.52533981246617e-130 6.10135924986466e-130 Inf A8 53
E04_B02_RT_91 36 0 0 Inf B7 35
E04_B02_RT_95 267 1.20584178262683e-227 8.44089247838784e-227 208.490066225166 C7 258
E04_B03_RT_0 429 0 0 Inf D7 427
E04_B03_RT_12 389 3.69225349884426e-257 3.69225349884426e-256 Inf C7 384
E04_B03_RT_29 75 3.05498780378359e-178 1.83299268227015e-177 Inf A8 67
E04_B03_RT_3 496 1.89188629685793e-280 2.08107492654372e-279 9.82552918537524 C7 442
E04_B03_RT_40 73 3.74549820041128e-203 2.62184874028789e-202 292.47619047619 B8 70
E04_B03_RT_41 127 5.40156111978794e-206 4.86140500780915e-205 Inf F7 123
E04_B03_RT_43 86 1.83835734260926e-65 5.51507202782779e-65 1.10993657505285 A8 39
E04_B03_RT_5 98 5.10473634132373e-204 4.08378907305898e-203 Inf B8 82
E04_B03_RT_51 22 1.39576302789945e-77 5.58305211159782e-77 38.3 F8 17
E04_B03_RT_55 12 8.02057414152482e-16 8.02057414152482e-16 38.7 A8 9
E04_B03_RT_78 20 5.01546965548118e-44 1.00309393109624e-43 Inf A8 18
E04_B03_RT_86 238 0 0 Inf D8 236
E04_B03_RT_9 50 3.71549503291479e-119 1.8577475164574e-118 44.6590909090909 A8 45
E04_C03_RT_10 136 5.4820866566382e-10 5.4820866566382e-10 Inf D7 135
E04_C03_RT_13 89 0 0 Inf D8 89
E04_C03_RT_25 26 5.19984130109407e-245 2.59992065054704e-244 757.200000000001 C8 24
E04_C03_RT_26 243 0 0 Inf C7 242
E04_C03_RT_27 30 1.65805793955887e-198 6.63223175823546e-198 Inf B8 27
E04_C03_RT_28 75 0 0 Inf A7 73
E04_C03_RT_3 56 6.37483254214676e-306 3.82489952528806e-305 Inf A7 56
E04_C03_RT_34 7 9.21343704567243e-73 1.84268740913449e-72 13 A8 4
E04_C03_RT_48 15 0 0 Inf A8 15
E04_C03_RT_49 131 0 0 642.266666666667 C7 127
E04_C03_RT_5 57 0 0 Inf B7 56
E04_C03_RT_51 25 1.2511398155807e-157 3.75341944674211e-157 20.0116279069767 B8 22
E04_C03_RT_53 76 0 0 137.482352941176 C8 74
