SampleName Cell top_oligo Axis top_hash_umi top_to_second_best_ratio
hashPyY E01_H06_RT_60 H11 1 320 Inf
hashPyY E01_H06_RT_63 H11 1 61 Inf
hashPyY E01_H06_RT_72 H11 1 80 Inf
hashPyY E01_H06_RT_75 H11 1 63 Inf
hashPyY E01_H06_RT_84 G11 1 476 Inf
hashPyY E01_H06_RT_88 H11 1 154 Inf
hashPyY E02_D07_RT_12 H11 1 218 Inf
hashPyY E02_D07_RT_17 H11 1 37 Inf
hashPyY E02_D07_RT_18 H11 1 49 Inf
hashPyY E02_D07_RT_28 H11 1 47 Inf
hashPyY E02_D07_RT_3 H11 1 58 Inf
hashPyY E02_D07_RT_32 H11 1 25 Inf
hashPyY E02_D07_RT_37 H11 1 79 Inf
hashPyY E02_D07_RT_4 G11 1 140 Inf
hashPyY E02_D07_RT_43 H11 1 73 Inf
hashPyY E02_D07_RT_45 H11 1 71 Inf
hashPyY E02_D07_RT_60 H11 1 79 Inf
hashPyY E02_D07_RT_62 H11 1 50 Inf
hashPyY E02_D07_RT_70 H11 1 37 Inf
hashPyY E02_D07_RT_71 H11 1 43 Inf
hashPyY E02_D07_RT_77 H11 1 34 Inf
hashPyY E02_D07_RT_85 H11 1 56 Inf
hashPyY E02_D07_RT_86 H11 1 52 Inf
hashPyY E02_D07_RT_95 H11 1 66 Inf
hashPyY E03_D07_RT_15 H11 1 39 Inf
hashPyY E03_D07_RT_16 H11 1 72 Inf
hashPyY E03_D07_RT_2 H11 1 116 Inf
hashPyY E03_D07_RT_23 H11 1 22 Inf
hashPyY E03_D07_RT_24 H11 1 31 Inf
hashPyY E03_D07_RT_29 H11 1 147 Inf
hashPyY E03_D07_RT_31 H11 1 42 Inf
hashPyY E03_D07_RT_43 H11 1 25 Inf
hashPyY E03_D07_RT_44 H11 1 63 Inf
hashPyY E03_D07_RT_46 H11 1 31 Inf
hashPyY E03_D07_RT_54 H11 1 37 Inf
hashPyY E03_D07_RT_6 H11 1 45 Inf
hashPyY E03_D07_RT_62 H11 1 36 Inf
hashPyY E03_D07_RT_67 H11 1 55 Inf
hashPyY E03_D07_RT_74 G11 1 137 Inf
hashPyY E03_D07_RT_83 H11 1 65 Inf
hashPyY E03_D07_RT_91 H11 1 75 Inf
hashPyY E03_H06_RT_12 H11 1 32 Inf
hashPyY E03_H06_RT_3 H11 1 24 Inf
hashPyY E03_H06_RT_63 H11 1 36 Inf
hashPyY E03_H06_RT_65 H11 1 17 Inf
hashPyY E03_H06_RT_71 H11 1 28 Inf
hashPyY E03_H06_RT_76 H11 1 32 Inf
hashPyY E03_H06_RT_8 H11 1 32 Inf
hashPyY E04_D07_RT_23 G11 1 179 Inf
hashPyY E04_D07_RT_67 G11 1 163 Inf
hashPyY E04_D07_RT_77 G11 1 172 Inf
hashPyY E04_D07_RT_92 G11 1 169 Inf
hashPyY E04_H06_RT_11 G11 1 202 Inf
hashPyY E04_H06_RT_27 G11 1 118 Inf
hashPyY E04_H06_RT_51 G11 1 115 Inf
hashPyY E05_D07_RT_18 G11 1 258 Inf
hashPyY E05_D07_RT_39 G11 1 267 Inf
hashPyY E05_D07_RT_6 G11 1 100 Inf
hashPyY E05_D07_RT_63 G11 1 400 Inf
hashPyY E05_D07_RT_64 G11 1 169 Inf
hashPyY E05_D07_RT_66 G11 1 132 Inf
hashPyY E05_D07_RT_8 G11 1 280 Inf
hashPyY E05_D07_RT_83 G11 1 227 Inf
hashPyY E05_D07_RT_90 G11 1 166 Inf
hashPyY E05_H06_RT_13 G11 1 265 Inf
hashPyY E05_H06_RT_43 G11 1 141 Inf
hashPyY E05_H06_RT_66 G11 1 128 Inf
hashPyY E05_H06_RT_71 G11 1 191 Inf
hashPyY E06_D07_RT_0 G11 1 212 Inf
hashPyY E06_D07_RT_20 G11 1 133 Inf
hashPyY E06_D07_RT_21 G11 1 140 Inf
hashPyY E06_D07_RT_23 H11 1 29 Inf
hashPyY E06_D07_RT_26 G11 1 93 Inf
hashPyY E06_D07_RT_34 G11 1 220 Inf
hashPyY E06_D07_RT_36 G11 1 247 Inf
hashPyY E06_D07_RT_4 G11 1 148 Inf
hashPyY E06_D07_RT_6 G11 1 152 Inf
hashPyY E06_D07_RT_69 G11 1 243 Inf
hashPyY E06_D07_RT_85 G11 1 170 Inf
hashPyY E06_D07_RT_92 G11 1 163 Inf
hashPyY E06_D07_RT_95 G11 1 130 Inf
hashPyY E06_H06_RT_12 G11 1 374 Inf
hashPyY E06_H06_RT_14 G11 1 137 Inf
hashPyY E06_H06_RT_15 G11 1 181 Inf
hashPyY E06_H06_RT_23 G11 1 125 Inf
hashPyY E06_H06_RT_25 G11 1 97 Inf
hashPyY E06_H06_RT_32 G11 1 160 Inf
hashPyY E06_H06_RT_33 G11 1 97 Inf
hashPyY E06_H06_RT_50 G11 1 121 Inf
hashPyY E06_H06_RT_56 G11 1 101 Inf
hashPyY E06_H06_RT_60 G11 1 259 Inf
hashPyY E06_H06_RT_72 G11 1 59 Inf
hashPyY E06_H06_RT_77 G11 1 82 Inf
hashPyY E06_H06_RT_82 G11 1 115 Inf
hashPyY E06_H06_RT_87 G11 1 111 Inf
hashPyY E06_H06_RT_88 G11 1 80 Inf
hashPyY E07_D07_RT_14 G11 1 323 Inf
hashPyY E07_D07_RT_15 H11 1 69 Inf
hashPyY E07_D07_RT_27 G11 1 273 Inf
hashPyY E07_D07_RT_3 G11 1 270 Inf
hashPyY E07_D07_RT_33 H11 1 85 Inf
hashPyY E07_D07_RT_45 G11 1 205 Inf
hashPyY E07_D07_RT_53 G11 1 267 Inf
hashPyY E07_D07_RT_58 H11 1 88 Inf
hashPyY E07_D07_RT_6 G11 1 159 Inf
hashPyY E07_D07_RT_61 H11 1 73 Inf
hashPyY E07_D07_RT_64 G11 1 283 Inf
hashPyY E07_D07_RT_69 G11 1 671 Inf
hashPyY E07_D07_RT_7 G11 1 341 Inf
hashPyY E07_D07_RT_71 G11 1 236 Inf
hashPyY E07_D07_RT_80 H11 1 44 Inf
hashPyY E07_D07_RT_82 H11 1 100 Inf
hashPyY E07_D07_RT_83 H11 1 108 Inf
hashPyY E07_D07_RT_87 H11 1 14 Inf
hashPyY E07_D07_RT_90 H11 1 106 Inf
hashPyY E07_D07_RT_95 H11 1 81 Inf
hashPyY E07_H06_RT_2 H11 1 29 Inf
hashPyY E07_H06_RT_28 H11 1 288 Inf
hashPyY E07_H06_RT_38 H11 1 403 Inf
hashPyY E07_H06_RT_69 G11 1 178 Inf
hashPyY E07_H06_RT_73 H11 1 69 Inf
hashPyY E07_H06_RT_84 H11 1 83 Inf
hashPyY E08_D07_RT_0 G11 1 186 Inf
hashPyY E08_D07_RT_27 G11 1 92 Inf
hashPyY E08_D07_RT_29 H11 1 74 Inf
hashPyY E08_D07_RT_32 G11 1 183 Inf
hashPyY E08_D07_RT_33 G11 1 236 Inf
hashPyY E08_D07_RT_35 G11 1 68 Inf
hashPyY E08_D07_RT_36 G11 1 375 Inf
hashPyY E08_D07_RT_48 H11 1 26 Inf
hashPyY E08_D07_RT_50 H11 1 49 Inf
hashPyY E08_D07_RT_51 G11 1 196 Inf
hashPyY E08_D07_RT_6 G11 1 239 Inf
hashPyY E08_D07_RT_60 G11 1 51 Inf
hashPyY E08_D07_RT_68 G11 1 469 Inf
hashPyY E08_D07_RT_7 G11 1 146 Inf
hashPyY E08_D07_RT_79 G11 1 208 Inf
hashPyY E08_D07_RT_80 G11 1 84 Inf
hashPyY E08_H06_RT_14 H11 1 34 Inf
hashPyY E08_H06_RT_30 H11 1 28 Inf
hashPyY E08_H06_RT_33 H11 1 18 Inf
hashPyY E08_H06_RT_43 H11 1 53 Inf
hashPyY E08_H06_RT_67 G11 1 114 Inf
hashPyY E08_H06_RT_68 H11 1 50 Inf
hashPyY E08_H06_RT_69 H11 1 31 Inf
hashPyY E08_H06_RT_70 G11 1 54 Inf
hashPyY E08_H06_RT_84 G11 1 160 Inf
hashPyY E08_H06_RT_88 H11 1 24 Inf
hashPyY E09_D07_RT_11 H11 1 55 Inf
hashPyY E09_D07_RT_12 G11 1 397 Inf
hashPyY E09_D07_RT_15 H11 1 45 Inf
hashPyY E09_D07_RT_32 G11 1 303 Inf
hashPyY E09_D07_RT_40 G11 1 556 Inf
hashPyY E09_D07_RT_44 G11 1 698 Inf
hashPyY E09_D07_RT_47 H11 1 68 Inf
hashPyY E09_D07_RT_49 G11 1 297 Inf
hashPyY E09_D07_RT_52 G11 1 432 Inf
hashPyY E09_D07_RT_53 G11 1 316 Inf
hashPyY E09_D07_RT_57 H11 1 110 Inf
hashPyY E09_D07_RT_6 G11 1 321 Inf
hashPyY E09_D07_RT_7 G11 1 284 Inf
hashPyY E09_D07_RT_73 G11 1 264 Inf
hashPyY E09_D07_RT_74 H11 1 103 Inf
hashPyY E09_D07_RT_76 G11 1 342 Inf
hashPyY E09_D07_RT_83 G11 1 386 Inf
hashPyY E09_D07_RT_85 G11 1 380 Inf
hashPyY E09_D07_RT_90 G11 1 197 Inf
hashPyY E09_D07_RT_91 H11 1 74 Inf
hashPyY E09_H06_RT_17 H11 1 37 Inf
hashPyY E09_H06_RT_21 H11 1 28 Inf
hashPyY E09_H06_RT_27 G11 1 160 Inf
hashPyY E09_H06_RT_42 H11 1 59 Inf
hashPyY E09_H06_RT_46 H11 1 20 Inf
hashPyY E09_H06_RT_48 G11 1 268 Inf
hashPyY E09_H06_RT_49 H11 1 83 Inf
hashPyY E09_H06_RT_64 H11 1 133 Inf
hashPyY E09_H06_RT_78 G11 1 188 Inf
hashPyY E09_H06_RT_79 H11 1 101 Inf
hashPyY E09_H06_RT_82 H11 1 20 Inf
hashPyY E09_H06_RT_85 G11 1 153 Inf
hashPyY E10_D07_RT_14 H11 1 10 Inf
hashPyY E10_D07_RT_18 G11 1 263 Inf
hashPyY E10_D07_RT_20 H11 1 46 Inf
hashPyY E10_D07_RT_28 H11 1 218 Inf
hashPyY E10_D07_RT_31 H11 1 34 Inf
hashPyY E10_D07_RT_44 G11 1 333 Inf
hashPyY E10_D07_RT_48 G11 1 133 Inf
hashPyY E10_D07_RT_49 H11 1 74 Inf
hashPyY E10_D07_RT_51 G11 1 212 Inf
hashPyY E10_D07_RT_56 G11 1 176 Inf
hashPyY E10_D07_RT_57 G11 1 196 Inf
hashPyY E10_D07_RT_60 G11 1 176 Inf
hashPyY E10_D07_RT_61 G11 1 318 Inf
hashPyY E10_D07_RT_68 G11 1 389 Inf
hashPyY E10_D07_RT_70 H11 1 204 Inf
hashPyY E10_D07_RT_75 H11 1 53 Inf
hashPyY E10_D07_RT_79 G11 1 209 Inf
hashPyY E10_D07_RT_8 H11 1 32 Inf
hashPyY E10_D07_RT_80 H11 1 96 Inf
hashPyY E10_D07_RT_88 G11 1 174 Inf
hashPyY E10_H06_RT_0 G11 1 111 Inf
hashPyY E10_H06_RT_13 G11 1 129 Inf
hashPyY E10_H06_RT_15 G11 1 182 Inf
hashPyY E10_H06_RT_17 H11 1 47 Inf
hashPyY E10_H06_RT_19 G11 1 369 Inf
hashPyY E10_H06_RT_2 H11 1 20 Inf
hashPyY E10_H06_RT_21 G11 1 123 Inf
hashPyY E10_H06_RT_23 G11 1 140 Inf
hashPyY E10_H06_RT_3 G11 1 109 Inf
hashPyY E10_H06_RT_31 H11 1 57 Inf
hashPyY E10_H06_RT_35 G11 1 127 Inf
hashPyY E10_H06_RT_36 G11 1 170 Inf
hashPyY E10_H06_RT_40 G11 1 91 Inf
hashPyY E10_H06_RT_48 H11 1 19 Inf
hashPyY E10_H06_RT_50 H11 1 45 Inf
hashPyY E10_H06_RT_53 G11 1 202 Inf
hashPyY E10_H06_RT_54 G11 1 139 Inf
hashPyY E10_H06_RT_55 G11 1 99 Inf
hashPyY E10_H06_RT_6 H11 1 66 Inf
hashPyY E10_H06_RT_68 G11 1 129 Inf
hashPyY E10_H06_RT_78 G11 1 138 Inf
hashPyY E10_H06_RT_9 G11 1 174 Inf
hashPyY E11_D07_RT_15 G11 1 276 Inf
hashPyY E11_D07_RT_18 H11 1 28 Inf
hashPyY E11_D07_RT_23 G11 1 307 Inf
hashPyY E11_D07_RT_28 G11 1 298 Inf
hashPyY E11_D07_RT_35 G11 1 286 Inf
hashPyY E11_D07_RT_36 G11 1 542 Inf
hashPyY E11_D07_RT_4 H11 1 144 Inf
hashPyY E11_D07_RT_43 G11 1 183 Inf
hashPyY E11_D07_RT_54 G11 1 229 Inf
hashPyY E11_D07_RT_56 H11 1 31 Inf
hashPyY E11_D07_RT_59 G11 1 469 Inf
hashPyY E11_D07_RT_65 G11 1 637 Inf
hashPyY E11_D07_RT_7 H11 1 49 Inf
hashPyY E11_D07_RT_70 G11 1 394 Inf
hashPyY E11_D07_RT_81 H11 1 45 Inf
hashPyY E11_D07_RT_86 G11 1 169 Inf
hashPyY E11_D07_RT_89 H11 1 62 Inf
hashPyY E11_D07_RT_90 G11 1 187 Inf
hashPyY E11_D07_RT_92 G11 1 372 Inf
hashPyY E11_D07_RT_93 H11 1 227 Inf
hashPyY E11_H06_RT_20 H11 1 88 Inf
hashPyY E11_H06_RT_31 H11 1 46 Inf
hashPyY E11_H06_RT_46 H11 1 130 Inf
hashPyY E11_H06_RT_5 G11 1 122 Inf
hashPyY E11_H06_RT_50 G11 1 399 Inf
hashPyY E11_H06_RT_55 G11 1 476 Inf
hashPyY E11_H06_RT_58 G11 1 109 Inf
hashPyY E11_H06_RT_64 G11 1 184 Inf
hashPyY E11_H06_RT_74 G11 1 196 Inf
hashPyY E11_H06_RT_75 H11 1 25 Inf
hashPyY E11_H06_RT_8 G11 1 123 Inf
hashPyY E11_H06_RT_80 G11 1 100 Inf
hashPyY E11_H06_RT_82 G11 1 285 Inf
hashPyY E11_H06_RT_9 G11 1 175 Inf
hashPyY E11_H06_RT_90 G11 1 88 Inf
hashPyY E11_H06_RT_95 G11 1 235 Inf
hashPyY E12_D07_RT_13 G11 1 531 Inf
hashPyY E12_D07_RT_22 H11 1 91 Inf
hashPyY E12_D07_RT_29 H11 1 120 Inf
hashPyY E12_D07_RT_34 G11 1 375 Inf
hashPyY E12_D07_RT_38 G11 1 232 Inf
hashPyY E12_D07_RT_4 G11 1 410 Inf
hashPyY E12_D07_RT_42 H11 1 126 Inf
hashPyY E12_D07_RT_44 H11 1 143 Inf
hashPyY E12_D07_RT_46 H11 1 85 Inf
hashPyY E12_D07_RT_47 H11 1 94 Inf
hashPyY E12_D07_RT_5 G11 1 249 Inf
hashPyY E12_D07_RT_57 G11 1 179 Inf
hashPyY E12_D07_RT_6 H11 1 167 Inf
hashPyY E12_D07_RT_62 H11 1 115 Inf
hashPyY E12_D07_RT_73 H11 1 334 Inf
hashPyY E12_D07_RT_77 G11 1 179 Inf
hashPyY E12_D07_RT_80 G11 1 117 Inf
hashPyY E12_D07_RT_88 G11 1 410 Inf
hashPyY E12_D07_RT_93 G11 1 267 Inf
hashPyY E12_H06_RT_13 G11 1 250 Inf
hashPyY E12_H06_RT_27 G11 1 399 Inf
hashPyY E12_H06_RT_32 H11 1 81 Inf
hashPyY E12_H06_RT_36 G11 1 357 Inf
hashPyY E12_H06_RT_41 H11 1 25 Inf
hashPyY E12_H06_RT_44 H11 1 98 Inf
hashPyY E12_H06_RT_45 H11 1 75 Inf
hashPyY E12_H06_RT_46 G11 1 238 Inf
hashPyY E12_H06_RT_47 H11 1 176 Inf
hashPyY E12_H06_RT_49 G11 1 436 Inf
hashPyY E12_H06_RT_5 G11 1 360 Inf
hashPyY E12_H06_RT_56 H11 1 17 Inf
hashPyY E12_H06_RT_6 G11 1 245 Inf
hashPyY E12_H06_RT_65 G11 1 225 Inf
hashPyY E12_H06_RT_67 G11 1 775 Inf
hashPyY E12_H06_RT_7 H11 1 80 Inf
hashPyY E12_H06_RT_71 G11 1 425 Inf
hashPyY E12_H06_RT_75 H11 1 26 Inf
hashPyY E12_H06_RT_8 G11 1 1222 Inf
hashPyY E12_H06_RT_85 H11 1 107 Inf
hashPyY E12_H06_RT_91 G11 1 158 Inf
hashPyY E12_H06_RT_93 G11 1 336 Inf
hashPyY E12_H06_RT_95 G11 1 450 Inf
hashPyY F01_D07_RT_0 H11 1 47 Inf
hashPyY F01_D07_RT_27 H11 1 163 Inf
hashPyY F01_D07_RT_30 H11 1 82 Inf
hashPyY F01_D07_RT_31 H11 1 108 Inf
hashPyY F01_D07_RT_34 H11 1 45 Inf
hashPyY F01_D07_RT_47 H11 1 39 Inf
hashPyY F01_D07_RT_53 H11 1 67 Inf
hashPyY F01_D07_RT_55 H11 1 49 Inf
hashPyY F01_D07_RT_61 H11 1 48 Inf
hashPyY F01_D07_RT_62 H11 1 220 Inf
hashPyY F01_D07_RT_68 H11 1 35 Inf
hashPyY F01_D07_RT_7 H11 1 114 Inf
hashPyY F01_D07_RT_70 H11 1 26 Inf
hashPyY F01_D07_RT_71 H11 1 67 Inf
hashPyY F01_D07_RT_72 H11 1 86 Inf
hashPyY F01_D07_RT_75 H11 1 62 Inf
hashPyY F01_D07_RT_80 H11 1 49 Inf
hashPyY F01_D07_RT_86 H11 1 112 Inf
hashPyY F01_D07_RT_88 H11 1 41 Inf
hashPyY F01_D07_RT_89 H11 1 41 Inf
hashPyY F01_H06_RT_11 H11 1 198 Inf
hashPyY F01_H06_RT_17 H11 1 82 Inf
hashPyY F01_H06_RT_18 H11 1 90 Inf
hashPyY F01_H06_RT_19 H11 1 160 Inf
hashPyY F01_H06_RT_20 H11 1 38 Inf
hashPyY F01_H06_RT_22 H11 1 134 Inf
hashPyY F01_H06_RT_26 H11 1 144 Inf
hashPyY F01_H06_RT_3 H11 1 49 Inf
hashPyY F01_H06_RT_38 H11 1 104 Inf
hashPyY F01_H06_RT_43 H11 1 67 Inf
hashPyY F01_H06_RT_44 G11 1 152 Inf
hashPyY F01_H06_RT_60 H11 1 122 Inf
hashPyY F01_H06_RT_62 H11 1 80 Inf
hashPyY F01_H06_RT_63 H11 1 125 Inf
hashPyY F01_H06_RT_65 H11 1 54 Inf
hashPyY F01_H06_RT_7 H11 1 101 Inf
hashPyY F01_H06_RT_75 H11 1 256 Inf
hashPyY F01_H06_RT_76 H11 1 76 Inf
hashPyY F01_H06_RT_78 H11 1 60 Inf
hashPyY F01_H06_RT_80 H11 1 170 Inf
hashPyY F01_H06_RT_81 H11 1 33 Inf
hashPyY F01_H06_RT_88 H11 1 51 Inf
hashPyY F02_D07_RT_0 H11 1 38 Inf
hashPyY F02_D07_RT_10 H11 1 47 Inf
hashPyY F02_D07_RT_14 G11 1 66 Inf
hashPyY F02_D07_RT_15 H11 1 83 Inf
hashPyY F02_D07_RT_16 H11 1 66 Inf
hashPyY F02_D07_RT_28 H11 1 22 Inf
hashPyY F02_D07_RT_31 H11 1 66 Inf
hashPyY F02_D07_RT_36 H11 1 36 Inf
hashPyY F02_D07_RT_38 H11 1 35 Inf
hashPyY F02_D07_RT_48 H11 1 53 Inf
hashPyY F02_D07_RT_54 H11 1 63 Inf
hashPyY F02_D07_RT_58 H11 1 25 Inf
hashPyY F02_D07_RT_64 H11 1 155 Inf
hashPyY F02_D07_RT_66 H11 1 100 Inf
hashPyY F02_D07_RT_7 H11 1 169 Inf
hashPyY F02_D07_RT_70 H11 1 82 Inf
hashPyY F02_D07_RT_75 H11 1 35 Inf
hashPyY F02_D07_RT_82 H11 1 41 Inf
hashPyY F02_D07_RT_87 H11 1 63 Inf
hashPyY F02_D07_RT_89 H11 1 25 Inf
hashPyY F02_H06_RT_0 H11 1 94 Inf
hashPyY F02_H06_RT_12 H11 1 50 Inf
hashPyY F02_H06_RT_16 H11 1 31 Inf
hashPyY F02_H06_RT_21 G11 1 247 Inf
hashPyY F02_H06_RT_24 H11 1 37 Inf
hashPyY F02_H06_RT_29 H11 1 19 Inf
hashPyY F02_H06_RT_30 H11 1 114 Inf
hashPyY F02_H06_RT_39 H11 1 50 Inf
hashPyY F02_H06_RT_48 H11 1 49 Inf
hashPyY F02_H06_RT_55 H11 1 196 Inf
hashPyY F02_H06_RT_60 H11 1 49 Inf
hashPyY F02_H06_RT_63 H11 1 77 Inf
hashPyY F02_H06_RT_67 H11 1 94 Inf
hashPyY F02_H06_RT_69 H11 1 63 Inf
hashPyY F02_H06_RT_73 H11 1 66 Inf
hashPyY F02_H06_RT_76 H11 1 35 Inf
hashPyY F02_H06_RT_81 H11 1 60 Inf
hashPyY F02_H06_RT_86 H11 1 35 Inf
hashPyY F02_H06_RT_88 H11 1 26 Inf
hashPyY F02_H06_RT_89 H11 1 34 Inf
hashPyY F03_D07_RT_11 H11 1 170 Inf
hashPyY F03_D07_RT_14 H11 1 34 Inf
hashPyY F03_D07_RT_17 H11 1 48 Inf
hashPyY F03_D07_RT_25 H11 1 177 Inf
hashPyY F03_D07_RT_32 H11 1 59 Inf
hashPyY F03_D07_RT_35 H11 1 34 Inf
hashPyY F03_D07_RT_36 H11 1 31 Inf
hashPyY F03_D07_RT_37 H11 1 119 Inf
hashPyY F03_D07_RT_38 H11 1 53 Inf
hashPyY F03_D07_RT_47 H11 1 67 Inf
hashPyY F03_D07_RT_53 H11 1 47 Inf
hashPyY F03_D07_RT_55 H11 1 75 Inf
hashPyY F03_D07_RT_60 H11 1 60 Inf
hashPyY F03_D07_RT_64 H11 1 112 Inf
hashPyY F03_D07_RT_74 H11 1 69 Inf
hashPyY F03_D07_RT_76 H11 1 81 Inf
hashPyY F03_D07_RT_77 H11 1 102 Inf
hashPyY F03_D07_RT_84 H11 1 50 Inf
hashPyY F03_D07_RT_85 H11 1 65 Inf
hashPyY F03_D07_RT_91 H11 1 41 Inf
hashPyY F03_D07_RT_93 H11 1 58 Inf
hashPyY F03_H06_RT_0 H11 1 49 Inf
hashPyY F03_H06_RT_15 H11 1 67 Inf
hashPyY F03_H06_RT_30 H11 1 43 Inf
hashPyY F03_H06_RT_35 H11 1 29 Inf
hashPyY F03_H06_RT_38 H11 1 45 Inf
hashPyY F03_H06_RT_4 H11 1 37 Inf
hashPyY F03_H06_RT_43 H11 1 44 Inf
hashPyY F03_H06_RT_46 H11 1 27 Inf
hashPyY F03_H06_RT_52 H11 1 30 Inf
hashPyY F03_H06_RT_57 H11 1 41 Inf
hashPyY F03_H06_RT_64 H11 1 26 Inf
hashPyY F03_H06_RT_65 H11 1 24 Inf
hashPyY F03_H06_RT_67 H11 1 17 Inf
hashPyY F03_H06_RT_68 H11 1 40 Inf
hashPyY F03_H06_RT_69 H11 1 59 Inf
hashPyY F03_H06_RT_71 H11 1 13 Inf
hashPyY F03_H06_RT_74 G11 1 168 Inf
hashPyY F03_H06_RT_83 H11 1 47 Inf
hashPyY F03_H06_RT_86 H11 1 55 Inf
hashPyY F03_H06_RT_92 H11 1 20 Inf
hashPyY F04_D07_RT_15 G11 1 303 Inf
hashPyY F04_D07_RT_2 G11 1 531 Inf
hashPyY F04_D07_RT_20 G11 1 171 Inf
hashPyY F04_D07_RT_21 G11 1 96 Inf
hashPyY F04_D07_RT_31 G11 1 106 Inf
hashPyY F04_D07_RT_4 G11 1 316 Inf
hashPyY F04_D07_RT_42 G11 1 180 Inf
hashPyY F04_D07_RT_56 G11 1 129 Inf
hashPyY F04_D07_RT_64 G11 1 244 Inf
hashPyY F04_D07_RT_69 G11 1 198 Inf
hashPyY F04_D07_RT_77 G11 1 84 Inf
hashPyY F04_D07_RT_86 G11 1 265 Inf
hashPyY F04_H06_RT_16 G11 1 113 Inf
hashPyY F04_H06_RT_19 H11 1 58 Inf
hashPyY F04_H06_RT_20 G11 1 152 Inf
hashPyY F04_H06_RT_28 G11 1 721 Inf
hashPyY F04_H06_RT_31 G11 1 149 Inf
hashPyY F04_H06_RT_33 G11 1 184 Inf
hashPyY F04_H06_RT_35 G11 1 141 Inf
hashPyY F04_H06_RT_4 G11 1 327 Inf
hashPyY F04_H06_RT_42 G11 1 180 Inf
hashPyY F04_H06_RT_64 G11 1 128 Inf
hashPyY F04_H06_RT_65 G11 1 146 Inf
hashPyY F04_H06_RT_8 G11 1 302 Inf
hashPyY F04_H06_RT_80 H11 1 65 Inf
hashPyY F04_H06_RT_82 G11 1 118 Inf
hashPyY F04_H06_RT_95 G11 1 97 Inf
hashPyY F05_D07_RT_12 G11 1 288 Inf
hashPyY F05_D07_RT_15 G11 1 230 Inf
hashPyY F05_D07_RT_18 G11 1 332 Inf
hashPyY F05_D07_RT_21 G11 1 128 Inf
hashPyY F05_D07_RT_30 G11 1 183 Inf
hashPyY F05_D07_RT_34 G11 1 360 Inf
hashPyY F05_D07_RT_4 G11 1 539 Inf
hashPyY F05_D07_RT_43 G11 1 195 Inf
hashPyY F05_D07_RT_44 G11 1 230 Inf
hashPyY F05_D07_RT_49 G11 1 258 Inf
hashPyY F05_D07_RT_55 G11 1 216 Inf
hashPyY F05_D07_RT_61 G11 1 289 Inf
hashPyY F05_D07_RT_71 G11 1 208 Inf
hashPyY F05_D07_RT_77 G11 1 208 Inf
hashPyY F05_D07_RT_8 G11 1 167 Inf
hashPyY F05_D07_RT_86 G11 1 149 Inf
hashPyY F05_D07_RT_95 G11 1 168 Inf
hashPyY F06_D07_RT_10 G11 1 274 Inf
hashPyY F06_D07_RT_14 G11 1 198 Inf
hashPyY F06_D07_RT_24 G11 1 104 Inf
hashPyY F06_D07_RT_38 G11 1 151 Inf
hashPyY F06_D07_RT_40 G11 1 93 Inf
hashPyY F06_D07_RT_41 G11 1 308 Inf
hashPyY F06_D07_RT_42 G11 1 138 Inf
hashPyY F06_D07_RT_43 G11 1 126 Inf
hashPyY F06_D07_RT_48 G11 1 88 Inf
hashPyY F06_D07_RT_52 G11 1 140 Inf
hashPyY F06_D07_RT_55 G11 1 73 Inf
hashPyY F06_D07_RT_58 G11 1 163 Inf
hashPyY F06_D07_RT_61 H11 1 47 Inf
hashPyY F06_D07_RT_69 G11 1 148 Inf
hashPyY F06_D07_RT_7 G11 1 402 Inf
hashPyY F06_D07_RT_71 G11 1 68 Inf
hashPyY F06_D07_RT_72 G11 1 166 Inf
hashPyY F06_D07_RT_80 G11 1 218 Inf
hashPyY F06_D07_RT_89 G11 1 84 Inf
hashPyY F06_H06_RT_0 G11 1 292 Inf
hashPyY F06_H06_RT_11 G11 1 166 Inf
hashPyY F06_H06_RT_39 G11 1 139 Inf
hashPyY F06_H06_RT_65 G11 1 99 Inf
hashPyY F06_H06_RT_8 G11 1 114 Inf
hashPyY F06_H06_RT_84 G11 1 230 Inf
hashPyY F06_H06_RT_92 G11 1 100 Inf
hashPyY F07_D07_RT_10 G11 1 260 Inf
hashPyY F07_D07_RT_16 G11 1 201 Inf
hashPyY F07_D07_RT_18 H11 1 153 Inf
hashPyY F07_D07_RT_19 G11 1 814 Inf
hashPyY F07_D07_RT_23 H11 1 76 Inf
hashPyY F07_D07_RT_3 H11 1 97 Inf
hashPyY F07_D07_RT_31 G11 1 1246 Inf
hashPyY F07_D07_RT_36 H11 1 148 Inf
hashPyY F07_D07_RT_37 H11 1 70 Inf
hashPyY F07_D07_RT_40 G11 1 362 Inf
hashPyY F07_D07_RT_50 H11 1 9 Inf
hashPyY F07_D07_RT_52 G11 1 222 Inf
hashPyY F07_D07_RT_61 H11 1 93 Inf
hashPyY F07_D07_RT_63 G11 1 312 Inf
hashPyY F07_D07_RT_69 H11 1 49 Inf
hashPyY F07_D07_RT_75 G11 1 266 Inf
hashPyY F07_D07_RT_77 H11 1 82 Inf
hashPyY F07_D07_RT_79 H11 1 127 Inf
hashPyY F07_D07_RT_83 H11 1 28 Inf
hashPyY F07_D07_RT_90 G11 1 836 Inf
hashPyY F07_D07_RT_93 H11 1 75 Inf
hashPyY F07_H06_RT_14 H11 1 51 Inf
hashPyY F07_H06_RT_2 H11 1 61 Inf
hashPyY F07_H06_RT_36 H11 1 105 Inf
